"","x"
"1",0.0870847372430923
"2",0.108105672724569
"3",0.0464458474420284
"4",0.192270240023107
"5",0.0524333722337477
"6",0.0482209945361095
"7",0.11090799421938
"8",0.116953331268553
"9",0.0991525027285424
"10",0.0613848480749339
"11",0.056785827298644
"12",0.0578894354212837
"13",0.0902963390160047
"14",0.053801196048719
"15",0.0698182767068557
"16",0.0947793520734342
"17",0.0374272358223132
"18",0.0492540006030058
"19",0.0499708557838466
"20",0.0867056758449122
"21",0.069093835880106
"22",0.156760029649824
"23",0.0569793128871044
"24",0.0919332052023171
"25",0.0501287985803467
"26",0.0668186265057287
"27",0.0441201389224195
"28",0.0531398719843039
"29",0.166195945112145
"30",0.052794248084218
"31",0.0698702366095895
"32",0.0651931339206525
"33",0.110423450552243
"34",0.104511254181191
"35",0.0818603493477931
"36",0.10624906854065
"37",0.0747596433702231
"38",0.107821651746698
"39",0.0722730964801219
"40",0.139977888365048
"41",0.0539275258994591
"42",0.0863037814878455
"43",0.0837520753050891
"44",0.0339363237388025
"45",0.0403263772351832
"46",0.0834833376467053
"47",0.143507841759347
"48",0.107949607968683
"49",0.101659682649587
"50",0.0747466458050484
"51",0.0920409644903906
"52",0.064071479138571
"53",0.0555674161898937
"54",0.0514804196915936
"55",0.121436757400684
"56",0.152079797295065
"57",0.0773193047740042
"58",0.100256173709167
"59",0.0392660850156692
"60",0.0789491610758572
"61",0.0732225059697582
"62",0.113670204029658
"63",0.0855419688966628
"64",0.0909169271327439
"65",0.0692358115771759
"66",0.0246336174091677
"67",0.0925633243324381
"68",0.0733144297211846
"69",0.0400476480514789
"70",0.0725968533189309
"71",0.0527542736939271
"72",0.0605298500329244
"73",0.0925931920420723
"74",0.121896073854879
"75",0.121923262904396
"76",0.0839208386843164
"77",0.0733653609633801
"78",0.0690467314406301
"79",0.0595949283210495
"80",0.114262521444271
"81",0.0850711228498715
"82",0.0607024786144078
"83",0.118385938663453
"84",0.0561892183514785
"85",0.041325024195914
"86",0.0633707210154791
"87",0.0415913758395538
"88",0.078566823952004
"89",0.0527022476724392
"90",0.0584277268442225
"91",0.07179387399417
"92",0.110879499590324
"93",0.099996790007703
"94",0.12246817223205
"95",0.0715958107187324
"96",0.0781728806931207
"97",0.131156422721043
"98",0.0708133279436025
"99",0.0772669559814109
"100",0.0729112341339497
"101",0.0421346208179498
"102",0.0855002117465224
"103",0.0561648330706217
"104",0.131315890223287
"105",0.0900726476004252
"106",0.0533366946188813
"107",0.0693930093265416
"108",0.0740601878309223
"109",0.0434249654840571
"110",0.0442019601121776
"111",0.134622463452518
"112",0.0730603453121462
"113",0.0772249264216424
"114",0.0672143333736542
"115",0.0509253346223341
"116",0.0902818258264588
"117",0.0419293422337534
"118",0.0784791004259175
"119",0.0851701313920831
"120",0.0516888847800961
"121",0.106223630644901
"122",0.0465045640955573
"123",0.0856689024683957
"124",0.13113410992754
"125",0.0861401051732146
"126",0.043340842577169
"127",0.0623287039795545
"128",0.0745412832444355
"129",0.0867271884461186
"130",0.0621907008471658
"131",0.095822333379385
"132",0.0437717667570029
"133",0.0865433803647856
"134",0.0713443747816512
"135",0.0501742382907705
"136",0.0622545468421589
"137",0.082119430105706
"138",0.0381439932054897
"139",0.169178999968945
"140",0.0964396319616089
"141",0.110325250988083
"142",0.111108922577533
"143",0.163298540619301
"144",0.0354432980162138
"145",0.101887307647008
"146",0.0418940760177051
"147",0.132073784276212
"148",0.147039493009972
"149",0.0678746238691045
"150",0.055836854309504
"151",0.0564193178028671
"152",0.0595463082814861
"153",0.110936709948615
"154",0.0722885560656504
"155",0.0476784799288031
"156",0.0760850017494666
"157",0.120167992129738
"158",0.031842355881869
"159",0.057892676327241
"160",0.0673574064586535
"161",0.0971254057811742
"162",0.085382936107106
"163",0.0591789007235952
"164",0.0618008338747815
"165",0.0871429393682032
"166",0.117935966852487
"167",0.0717629587795462
"168",0.0934938277858177
"169",0.0606946703515196
"170",0.0589659814371954
"171",0.0497307669666819
"172",0.0856613628727288
"173",0.0689639727799897
"174",0.0552731173400521
"175",0.0521565929034103
"176",0.130588335109609
"177",0.0821424217307678
"178",0.0648203397902522
"179",0.102843003474588
"180",0.131794083317987
"181",0.0612505946437224
"182",0.0496074876984111
"183",0.0656294343463576
"184",0.0600885859590451
"185",0.0596236246208624
"186",0.0650824743265497
"187",0.0419060479191697
"188",0.193028635712946
"189",0.0458613218432971
"190",0.166575862726927
"191",0.0420250834827991
"192",0.0892500129317526
"193",0.0784332862707473
"194",0.0726767252570171
"195",0.0566311676540258
"196",0.0590260457940197
"197",0.0641101289505816
"198",0.0537953856770444
"199",0.199089047191193
"200",0.119133539619283
"201",0.0599491998140586
"202",0.0719765919211214
"203",0.185413664234769
"204",0.0715201709654983
"205",0.0818583293837051
"206",0.150409057966718
"207",0.06637034340271
"208",0.0477838655354708
"209",0.0614221579005423
"210",0.100252969001151
"211",0.0603637645961939
"212",0.046074423734213
"213",0.0704006075825866
"214",0.0411203250117243
"215",0.105143994745707
"216",0.0330741104857671
"217",0.05786176641843
"218",0.0453917317416407
"219",0.0640086737157003
"220",0.0899763284783112
"221",0.0410133038732868
"222",0.0552310781381131
"223",0.0464353420548344
"224",0.0498858907448598
"225",0.0829711459004278
"226",0.132370016319104
"227",0.0860513188540667
"228",0.047349692670299
"229",0.0510523033310985
"230",0.0386739120949836
"231",0.0520218219841012
"232",0.0848850182555327
"233",0.052847260040689
"234",0.123150526920619
"235",0.162736088517987
"236",0.0330018686742371
"237",0.142460605030595
"238",0.128463516669916
"239",0.0592871056940692
"240",0.190967568679881
"241",0.078574986546429
"242",0.0640573403597074
"243",0.0901104265245856
"244",0.0549711038232757
"245",0.127285405237048
"246",0.0562788900809974
"247",0.0565643370901537
"248",0.153470364442978
"249",0.0628537361110567
"250",0.0660939376034916
"251",0.122657674313886
"252",0.049037300859561
"253",0.0725827272736272
"254",0.0733629130708152
"255",0.113741826495764
"256",0.111120891339605
"257",0.101897125100556
"258",0.103914973817514
"259",0.064281540781461
"260",0.0488730280253419
"261",0.128841919259417
"262",0.077965170898247
"263",0.0777510459259956
"264",0.150106922402061
"265",0.101000575390009
"266",0.158701129830677
"267",0.0817825361194687
"268",0.0812632813673357
"269",0.0998369962538963
"270",0.0714709354806761
"271",0.055332010432194
"272",0.073489124808476
"273",0.053817756996617
"274",0.0819846108806354
"275",0.106334592844085
"276",0.049478159245608
"277",0.054506700287342
"278",0.0839700580958783
"279",0.0457039504694087
"280",0.069150431269322
"281",0.0580296573377151
"282",0.170075181102287
"283",0.177406497452118
"284",0.062707378515564
"285",0.207798844262108
"286",0.0871436145410826
"287",0.0492943616234945
"288",0.0766269793949499
"289",0.0496033439999425
"290",0.0726476141143153
"291",0.148686952890454
"292",0.0813041327514225
"293",0.056238657598786
"294",0.0583284839279575
"295",0.0604568749297733
"296",0.0698073640718326
"297",0.0531589481146452
"298",0.0779916983021819
"299",0.136744300644453
"300",0.106531864387563
"301",0.0586910417838356
"302",0.0518475154912748
"303",0.0718393563986057
"304",0.0528445912430621
"305",0.117177124067837
"306",0.0576862176299201
"307",0.0694603489554724
"308",0.05249887991631
"309",0.0665803984446821
"310",0.0710296651424824
"311",0.0577269887290092
"312",0.12532555579172
"313",0.0933825224894047
"314",0.0823547115819434
"315",0.0654145066058244
"316",0.05429239693894
"317",0.0572210220778296
"318",0.103995184396647
"319",0.0959694931366167
"320",0.0469478438362963
"321",0.0544578613105555
"322",0.0641148149992084
"323",0.0862345443926224
"324",0.0707625858206201
"325",0.131287889047768
"326",0.0544663240004213
"327",0.0890219127785395
"328",0.0569747806786665
"329",0.0534631812315567
"330",0.0866988145269736
"331",0.0747026686094705
"332",0.134863149406744
"333",0.0601041962992971
"334",0.0741980817854494
"335",0.122501316944099
"336",0.0829091440905828
"337",0.0746988417726593
"338",0.0360503282047481
"339",0.0824834212435243
"340",0.159391041299524
"341",0.0739517039844884
"342",0.0434883362814894
"343",0.117585849664062
"344",0.0534138922341445
"345",0.0532095118050252
"346",0.079865083685878
"347",0.0597165301085862
"348",0.0656324310287525
"349",0.0497761407523019
"350",0.0724588654564396
"351",0.207085152632312
"352",0.057632583798961
"353",0.0758130255379696
"354",0.0426390746783233
"355",0.106660082082068
"356",0.0839345862621228
"357",0.0763484083181235
"358",0.0849829766296013
"359",0.223309376132494
"360",0.0708100652195366
"361",0.0453804172825335
"362",0.0614373098753616
"363",0.0996536043534688
"364",0.136750491902796
"365",0.0689805562802278
"366",0.0539460005702379
"367",0.0363710390033879
"368",0.0651557696729084
"369",0.0951502652032657
"370",0.0526298256956612
"371",0.0468460250874942
"372",0.123141206887354
"373",0.0547440267808894
"374",0.168665048657438
"375",0.046967214027749
"376",0.0850366244268057
"377",0.143082634878306
"378",0.101805742468555
"379",0.0672603833823486
"380",0.0987884632611385
"381",0.0962126900865646
"382",0.0529207919849165
"383",0.0637040954860061
"384",0.0993670893960439
"385",0.147505108293679
"386",0.121745601612898
"387",0.168762220025973
"388",0.0595395916482221
"389",0.0547347660405695
"390",0.0552541571924919
"391",0.0865120552934904
"392",0.090048551500081
"393",0.0455945649060099
"394",0.0679359729022445
"395",0.0966783523254457
"396",0.127985636371015
"397",0.0823532521981925
"398",0.147629404680896
"399",0.0484319781867243
"400",0.081369386753196
"401",0.0546302761399398
"402",0.0824541597638743
"403",0.0855107167604869
"404",0.0901915353076446
"405",0.146566867120028
"406",0.061852270997721
"407",0.0724278843816182
"408",0.0721999390948651
"409",0.132064486525141
"410",0.0727040942926112
"411",0.148010585084355
"412",0.128374241271763
"413",0.0713012859511093
"414",0.0486785936387821
"415",0.0418067109933128
"416",0.129970419492177
"417",0.092116827068264
"418",0.225972947392836
"419",0.0664558534440436
"420",0.0895008804232744
"421",0.0920220966578235
"422",0.0519089734448686
"423",0.126542493064
"424",0.0781837924112247
"425",0.085927260457307
"426",0.0610422650697223
"427",0.0937041922817885
"428",0.0469930668192266
"429",0.0787922896733326
"430",0.118911839728571
"431",0.0416721625276618
"432",0.0840981968319603
"433",0.136327180729604
"434",0.0558388320675564
"435",0.0608111669656061
"436",0.138124458624972
"437",0.189645519744626
"438",0.0564503444310475
"439",0.074932642130827
"440",0.153731159126843
"441",0.117567377796394
"442",0.0661281130116154
"443",0.0475772490999015
"444",0.0747539923167126
"445",0.0494184148366407
"446",0.106731284629925
"447",0.0679609152290438
"448",0.0476782629510408
"449",0.123759118896765
"450",0.0679928374047219
"451",0.0542659100020379
"452",0.0991775625393745
"453",0.0590172747572769
"454",0.138403367252136
"455",0.0756218891850177
"456",0.0957139368017831
"457",0.0475667229631854
"458",0.0510925684265284
"459",0.059629115777159
"460",0.151556392765418
"461",0.063118418697958
"462",0.0460420287333271
"463",0.0569664807157078
"464",0.0633759131653858
"465",0.110613784370568
"466",0.127444868088765
"467",0.140269842208986
"468",0.0493598182016601
"469",0.246712084235477
"470",0.04014147704455
"471",0.160150378200488
"472",0.0870089516240565
"473",0.168028968025722
"474",0.064081477676938
"475",0.0706118892032983
"476",0.0660064719693177
"477",0.0883041994243236
"478",0.119521398636936
"479",0.0750052364346991
"480",0.0675616303787276
"481",0.0594732400741491
"482",0.0348658539457932
"483",0.0534351330982007
"484",0.0626507487972694
"485",0.120914235435876
"486",0.0764302379753337
"487",0.0552333657417268
"488",0.107696501892425
"489",0.0654683265808679
"490",0.101047374774045
"491",0.133043459855467
"492",0.119046334780311
"493",0.158552642396661
"494",0.0526836585147932
"495",0.185328969015924
"496",0.126554766638902
"497",0.0647626935806716
"498",0.0566745019830629
"499",0.0565812956054881
"500",0.166465664682067
