"Date","Province","CaseCounts"
2021-03-24,"BC",93153.2225927463
2021-03-25,"BC",93935.4911017638
2021-03-26,"BC",94732.9580329799
2021-03-27,"BC",95545.6086668483
2021-03-28,"BC",96373.4090360939
2021-03-29,"BC",97216.3059257124
2021-03-30,"BC",98074.2268729708
2021-03-31,"BC",98947.0801674071
2021-04-01,"BC",99834.7548508305
2021-04-02,"BC",100737.120717321
2021-04-03,"BC",101654.02831323
2021-04-04,"BC",102585.308937181
2021-04-05,"BC",103530.774640065
2021-04-06,"BC",104490.218225049
2021-04-07,"BC",105463.413247567
2021-04-08,"BC",106450.114015326
2021-04-09,"BC",107450.055588305
2021-04-10,"BC",108462.953778752
2021-04-11,"BC",109488.505151186
2021-04-12,"BC",110526.3870224
2021-04-13,"BC",111576.257461456
2021-04-14,"BC",112637.755289685
2021-04-15,"BC",113710.500080694
2021-04-16,"BC",114794.092160357
2021-04-17,"BC",115888.112606821
2021-04-18,"BC",116992.123250504
2021-04-19,"BC",118105.666674093
2021-04-20,"BC",119228.26621255
2021-04-21,"BC",120359.425953104
2021-04-22,"BC",121498.630735258
2021-04-23,"BC",122645.346150785
2021-04-24,"BC",123799.018543728
2020-04-04,"MB",-100.57682511037
2020-04-05,"MB",-31.1801547896755
2020-04-06,"MB",31.9863359678535
2020-04-07,"MB",89.2141184648874
2020-04-08,"MB",140.788782551982
2020-04-09,"MB",186.990036627579
2020-04-10,"MB",228.091707638006
2020-04-11,"MB",264.361741077473
2020-04-12,"MB",296.06220098808
2020-04-13,"MB",323.449269959807
2020-04-14,"MB",346.773249130524
2020-04-15,"MB",366.278558185984
2020-04-16,"MB",382.203735359825
2020-04-17,"MB",394.781437433571
2020-04-18,"MB",404.238439736632
2020-04-19,"MB",410.795636146301
2020-04-20,"MB",414.66803908776
2020-04-21,"MB",416.064779534073
2020-04-22,"MB",415.18910700619
2020-04-23,"MB",412.238389572947
2020-04-24,"MB",407.404113851066
2020-04-25,"MB",400.871885005153
2020-04-26,"MB",392.821426747699
2020-04-27,"MB",383.426581339082
2020-04-28,"MB",372.855309587564
2020-04-29,"MB",361.269690849293
2020-04-30,"MB",348.825923028301
2020-05-01,"MB",335.674322576507
2020-05-02,"MB",321.959324493714
2020-05-03,"MB",307.819482327612
2020-05-04,"MB",293.387468173774
2020-05-05,"MB",278.79007267566
2020-05-06,"MB",264.148205024615
2020-05-07,"MB",249.57689295987
2020-05-08,"MB",235.185282768538
2020-05-09,"MB",221.076639285622
2020-05-10,"MB",207.348345894007
2020-05-11,"MB",194.091904524465
2020-05-12,"MB",181.392935655651
2020-05-13,"MB",169.33117831411
2020-05-14,"MB",157.980490074267
2020-05-15,"MB",147.408847058435
2020-05-16,"MB",137.678343936812
2020-05-17,"MB",128.845193927481
2020-05-18,"MB",120.959728796412
2020-05-19,"MB",114.066398857457
2020-05-20,"MB",108.203772972356
2020-05-21,"MB",103.404538550734
2020-05-22,"MB",99.6955015500996
2020-05-23,"MB",97.0975864758485
2020-05-24,"MB",95.6258363812611
2020-05-25,"MB",95.2894128675032
2020-05-26,"MB",96.0915960836257
2020-05-27,"MB",98.0297847265648
2020-05-28,"MB",101.095496041142
2020-05-29,"MB",105.274365820065
2020-05-30,"MB",110.546148403926
2020-05-31,"MB",116.884716681201
2020-06-01,"MB",124.258062088255
2020-06-02,"MB",132.628294609335
2020-06-03,"MB",141.951642776574
2020-06-04,"MB",152.178453669993
2020-06-05,"MB",163.253192917493
2020-06-06,"MB",175.114444694866
2020-06-07,"MB",187.694911725786
2020-06-08,"MB",200.92157819725
2020-06-09,"MB",214.718711574259
2020-06-10,"MB",229.012180771233
2020-06-11,"MB",243.73008070463
2020-06-12,"MB",258.802732553612
2020-06-13,"MB",274.162683760043
2020-06-14,"MB",289.744708028492
2020-06-15,"MB",305.485805326231
2020-06-16,"MB",321.325201883235
2020-06-17,"MB",337.204350192184
2020-06-18,"MB",353.066929008458
2020-06-19,"MB",368.858843350143
2020-06-20,"MB",384.528224498028
2020-06-21,"MB",400.025429995606
2020-06-22,"MB",415.303043649071
2020-06-23,"MB",430.315875527324
2020-06-24,"MB",445.020961961967
2020-06-25,"MB",459.377565547305
2020-06-26,"MB",473.347175140348
2020-06-27,"MB",486.893505860809
2020-06-28,"MB",499.982499091104
2020-06-29,"MB",512.582322476351
2020-06-30,"MB",524.663369924375
2020-07-01,"MB",536.198261605702
2020-07-02,"MB",547.161843953561
2020-07-03,"MB",557.531189663885
2020-07-04,"MB",567.285597695312
2020-07-05,"MB",576.40659326918
2020-07-06,"MB",584.877927869535
2020-07-07,"MB",592.685579243121
2020-07-08,"MB",599.81775139939
2020-07-09,"MB",606.264874610495
2020-07-10,"MB",612.019605411293
2020-07-11,"MB",617.076826599344
2020-07-12,"MB",621.433647234913
2020-07-13,"MB",625.089402640967
2020-07-14,"MB",628.045654403175
2020-07-15,"MB",630.306190369913
2020-07-16,"MB",631.877024652258
2020-07-17,"MB",632.766397623991
2020-07-18,"MB",632.984775921595
2020-07-19,"MB",632.54485244426
2020-07-20,"MB",631.461546353874
2020-07-21,"MB",629.752003075035
2020-07-22,"MB",627.435594295038
2020-07-23,"MB",624.533917963885
2020-07-24,"MB",621.070798294282
2020-07-25,"MB",617.072285761637
2020-07-26,"MB",612.56665710406
2020-07-27,"MB",607.584415322367
2020-07-28,"MB",602.158289680076
2020-07-29,"MB",596.323235703409
2020-07-30,"MB",590.116435181292
2020-07-31,"MB",583.577296165352
2020-08-01,"MB",576.747452969921
2020-08-02,"MB",569.670766172036
2020-08-03,"MB",562.393322611435
2020-08-04,"MB",554.96343539056
2020-08-05,"MB",547.431643874557
2020-08-06,"MB",539.850713691275
2020-08-07,"MB",532.275636731265
2020-08-08,"MB",524.763631147785
2020-08-09,"MB",517.374141356793
2020-08-10,"MB",510.168838036952
2020-08-11,"MB",503.211599212608
2020-08-12,"MB",496.567865892759
2020-08-13,"MB",490.303304874142
2020-08-14,"MB",484.483511980461
2020-08-15,"MB",479.174010880072
2020-08-16,"MB",474.440253085988
2020-08-17,"MB",470.347617955875
2020-08-18,"MB",466.961412692055
2020-08-19,"MB",464.346872341502
2020-08-20,"MB",462.569159795847
2020-08-21,"MB",461.693365791372
2020-08-22,"MB",461.784508909017
2020-08-23,"MB",462.907535574375
2020-08-24,"MB",465.127320057691
2020-08-25,"MB",468.508664473869
2020-08-26,"MB",473.116298782464
2020-08-27,"MB",479.014880787685
2020-08-28,"MB",486.268996138397
2020-08-29,"MB",494.943158328121
2020-08-30,"MB",505.101808695028
2020-08-31,"MB",516.809316421947
2020-09-01,"MB",530.129978536359
2020-09-02,"MB",545.128019910402
2020-09-03,"MB",561.867593260866
2020-09-04,"MB",580.412779149196
2020-09-05,"MB",600.827585981492
2020-09-06,"MB",623.175950008507
2020-09-07,"MB",647.521735325651
2020-09-08,"MB",673.928733872986
2020-09-09,"MB",702.460665435229
2020-09-10,"MB",733.181177641751
2020-09-11,"MB",766.153845966578
2020-09-12,"MB",801.442173728391
2020-09-13,"MB",839.109592090524
2020-09-14,"MB",879.219460060966
2020-09-15,"MB",921.83506449236
2020-09-16,"MB",967.019620082004
2020-09-17,"MB",1014.83626937185
2020-09-18,"MB",1065.3480827485
2020-09-19,"MB",1118.61805844323
2020-09-20,"MB",1174.70912253194
2020-09-21,"MB",1233.6841289352
2020-09-22,"MB",1295.60585941824
2020-09-23,"MB",1360.53702359094
2020-09-24,"MB",1428.54025890782
2020-09-25,"MB",1499.67813066809
2020-09-26,"MB",1574.01313201557
2020-09-27,"MB",1651.60768393876
2020-09-28,"MB",1732.52413527082
2020-09-29,"MB",1816.82476268954
2020-09-30,"MB",1904.57177071739
2020-10-01,"MB",1995.82729172148
2020-10-02,"MB",2090.65338591358
2020-10-03,"MB",2189.11204135011
2020-10-04,"MB",2291.26517393215
2020-10-05,"MB",2397.17462740542
2020-10-06,"MB",2506.90217336032
2020-10-07,"MB",2620.50951123188
2020-10-08,"MB",2738.05826829979
2020-10-09,"MB",2859.60999968841
2020-10-10,"MB",2985.22618836673
2020-10-11,"MB",3114.96824514842
2020-10-12,"MB",3248.89750869179
2020-10-13,"MB",3387.07524549979
2020-10-14,"MB",3529.56263655611
2020-10-15,"MB",3676.41976166496
2020-10-16,"MB",3827.70252574275
2020-10-17,"MB",3983.46164315794
2020-10-18,"MB",4143.74262436707
2020-10-19,"MB",4308.58577591474
2020-10-20,"MB",4478.02620043368
2020-10-21,"MB",4652.09379664469
2020-10-22,"MB",4830.81325935663
2020-10-23,"MB",5014.2040794665
2020-10-24,"MB",5202.28054395935
2020-10-25,"MB",5395.05173590833
2020-10-26,"MB",5592.52153447466
2020-10-27,"MB",5794.68861490767
2020-10-28,"MB",6001.54644854477
2020-10-29,"MB",6213.08330281145
2020-10-30,"MB",6429.2822412213
2020-10-31,"MB",6650.12112337598
2020-11-01,"MB",6875.57260496525
2020-11-02,"MB",7105.60413776696
2020-11-03,"MB",7340.17796964703
2020-11-04,"MB",7579.2511445595
2020-11-05,"MB",7822.77550254645
2020-11-06,"MB",8070.69767973808
2020-11-07,"MB",8322.95910835268
2020-11-08,"MB",8579.49601669661
2020-11-09,"MB",8840.23942916432
2020-11-10,"MB",9105.11516623836
2020-11-11,"MB",9374.04384448936
2020-11-12,"MB",9646.94087657603
2020-11-13,"MB",9923.71647124517
2020-11-14,"MB",10204.2756333317
2020-11-15,"MB",10488.5181637585
2020-11-16,"MB",10776.3386595368
2020-11-17,"MB",11067.6265137656
2020-11-18,"MB",11362.2659156322
2020-11-19,"MB",11660.1358504119
2020-11-20,"MB",11961.1100994682
2020-11-21,"MB",12265.0572402525
2020-11-22,"MB",12571.8406463045
2020-11-23,"MB",12881.3184872517
2020-11-24,"MB",13193.34372881
2020-11-25,"MB",13507.7641327832
2020-11-26,"MB",13824.4222570633
2020-11-27,"MB",14143.1554556302
2020-11-28,"MB",14463.7958785521
2020-11-29,"MB",14786.1704719852
2020-11-30,"MB",15110.1009781738
2020-12-01,"MB",15435.4039354502
2020-12-02,"MB",15761.8906782349
2020-12-03,"MB",16089.3673370365
2020-12-04,"MB",16417.6348384515
2020-12-05,"MB",16746.4889051648
2020-12-06,"MB",17075.720055949
2020-12-07,"MB",17405.1136056652
2020-12-08,"MB",17734.4496652622
2020-12-09,"MB",18063.5031417773
2020-12-10,"MB",18392.0437383354
2020-12-11,"MB",18719.8359541499
2020-12-12,"MB",19046.6390845221
2020-12-13,"MB",19372.2072208414
2020-12-14,"MB",19696.2892505853
2020-12-15,"MB",20018.6288573194
2020-12-16,"MB",20338.9645206974
2020-12-17,"MB",20657.0295242103
2020-12-18,"MB",20972.5539002319
2020-12-19,"MB",21285.2731943483
2020-12-20,"MB",21594.9326886641
2020-12-21,"MB",21901.2875257894
2020-12-22,"MB",22204.1027088397
2020-12-23,"MB",22503.1531014362
2020-12-24,"MB",22798.2234277052
2020-12-25,"MB",23089.1082722788
2020-12-26,"MB",23375.6120802945
2020-12-27,"MB",23657.5491573953
2020-12-28,"MB",23934.7436697297
2020-12-29,"MB",24207.0296439515
2020-12-30,"MB",24474.2509672202
2020-12-31,"MB",24736.2613872008
2021-01-01,"MB",24992.9245120636
2021-01-02,"MB",25244.1138104845
2021-01-03,"MB",25489.7126116448
2021-01-04,"MB",25729.6141052315
2021-01-05,"MB",25963.7213414368
2021-01-06,"MB",26191.9472309585
2021-01-07,"MB",26414.214545
2021-01-08,"MB",26630.4559152701
2021-01-09,"MB",26840.6138339829
2021-01-10,"MB",27044.6406538583
2021-01-11,"MB",27242.4985881215
2021-01-12,"MB",27434.1597105032
2021-01-13,"MB",27619.6059552395
2021-01-14,"MB",27798.8291170723
2021-01-15,"MB",27971.8308512487
2021-01-16,"MB",28138.6226735212
2021-01-17,"MB",28299.2259601481
2021-01-18,"MB",28453.671947893
2021-01-19,"MB",28602.0017340249
2021-01-20,"MB",28744.2662763186
2021-01-21,"MB",28880.5263930539
2021-01-22,"MB",29010.8527630165
2021-01-23,"MB",29135.3259254975
2021-01-24,"MB",29254.0362802933
2021-01-25,"MB",29367.084087706
2021-01-26,"MB",29474.579468543
2021-01-27,"MB",29576.6424041174
2021-01-28,"MB",29673.4027362475
2021-01-29,"MB",29765.0001672574
2021-01-30,"MB",29851.5842599764
2021-01-31,"MB",29933.3144377395
2021-02-01,"MB",30010.3599843871
2021-02-02,"MB",30082.900044265
2021-02-03,"MB",30151.1236222246
2021-02-04,"MB",30215.2295836228
2021-02-05,"MB",30275.4266543218
2021-02-06,"MB",30331.9334206895
2021-02-07,"MB",30384.9783295992
2021-02-08,"MB",30434.7996884296
2021-02-09,"MB",30481.6456650651
2021-02-10,"MB",30525.7742878954
2021-02-11,"MB",30567.4534458157
2021-02-12,"MB",30606.9608882267
2021-02-13,"MB",30644.5842250346
2021-02-14,"MB",30680.6209266512
2021-02-15,"MB",30715.3783239935
2021-02-16,"MB",30749.1736084843
2021-02-17,"MB",30782.3338320516
2021-02-18,"MB",30815.1959071292
2021-02-19,"MB",30848.1066057271
2021-02-20,"MB",30881.4203337883
2021-02-21,"MB",30915.4837430347
2021-02-22,"MB",30950.6250337576
2021-02-23,"MB",30987.1533742546
2021-02-24,"MB",31025.3589008307
2021-02-25,"MB",31065.5127177973
2021-02-26,"MB",31107.8668974728
2021-02-27,"MB",31152.6544801824
2021-02-28,"MB",31200.089474258
2021-03-01,"MB",31250.3668560384
2021-03-02,"MB",31303.6625698694
2021-03-03,"MB",31360.1335281032
2021-03-04,"MB",31419.9176110992
2021-03-05,"MB",31483.1336672234
2021-03-06,"MB",31549.8815128486
2021-03-07,"MB",31620.2419323546
2021-03-08,"MB",31694.2766781278
2021-03-09,"MB",31772.0284705615
2021-03-10,"MB",31853.5209980559
2021-03-11,"MB",31938.7589170179
2021-03-12,"MB",32027.7278518613
2021-03-13,"MB",32120.3943950065
2021-03-14,"MB",32216.7061068811
2021-03-15,"MB",32316.5915159191
2021-03-16,"MB",32419.9601185616
2021-03-17,"MB",32526.7023792565
2021-03-18,"MB",32636.6897304582
2021-03-19,"MB",32749.7745726284
2021-03-20,"MB",32865.7902742351
2021-03-21,"MB",32984.5511717536
2021-03-22,"MB",33105.8525696657
2021-03-23,"MB",33229.47074046
2021-03-24,"MB",33355.1629246322
2021-03-25,"MB",33482.6673306845
2021-03-26,"MB",33611.7031351261
2021-03-27,"MB",33741.9704824729
2021-03-28,"MB",33873.1504852477
2021-03-29,"MB",34004.9052239801
2021-03-30,"MB",34136.8777472065
2021-03-31,"MB",34268.69207147
2021-04-01,"MB",34399.9531813208
2021-04-02,"MB",34530.2470293155
2021-04-03,"MB",34659.140536018
2021-04-04,"MB",34786.1815899986
2021-04-05,"MB",34910.8990478347
2021-04-06,"MB",35032.8027341102
2021-04-07,"MB",35151.3834414162
2021-04-08,"MB",35266.1129303503
2021-04-09,"MB",35376.4439295171
2021-04-10,"MB",35481.8101355279
2021-04-11,"MB",35581.6262130009
2021-04-12,"MB",35675.287794561
2021-04-13,"MB",35762.1714808401
2021-04-14,"MB",35841.6348404767
2021-04-15,"MB",35913.0164101162
2021-04-16,"MB",35975.6356944109
2021-04-17,"MB",36028.7931660199
2021-04-18,"MB",36071.7702656089
2021-04-19,"MB",36103.8294018506
2021-04-20,"MB",36124.2139514245
2021-04-21,"MB",36132.1482590169
2021-04-22,"MB",36126.837637321
2021-04-23,"MB",36107.4683670366
2021-04-24,"MB",36073.2076968704
2020-04-04,"ON",4613.85111654426
2020-04-05,"ON",4844.51241572971
2020-04-06,"ON",5103.26737221583
2020-04-07,"ON",5388.58196428893
2020-04-08,"ON",5698.95317220489
2020-04-09,"ON",6032.90897818915
2020-04-10,"ON",6389.00836643671
2020-04-11,"ON",6765.84132311215
2020-04-12,"ON",7162.02883634961
2020-04-13,"ON",7576.22289625279
2020-04-14,"ON",8007.10649489497
2020-04-15,"ON",8453.39362631897
2020-04-16,"ON",8913.8292865372
2020-04-17,"ON",9387.18947353163
2020-04-18,"ON",9872.28118725379
2020-04-19,"ON",10367.9424296248
2020-04-20,"ON",10873.0422045352
2020-04-21,"ON",11386.4805178454
2020-04-22,"ON",11907.1883773851
2020-04-23,"ON",12434.1277929537
2020-04-24,"ON",12966.29177632
2020-04-25,"ON",13502.7043412226
2020-04-26,"ON",14042.4205033696
2020-04-27,"ON",14584.5262804385
2020-04-28,"ON",15128.1386920766
2020-04-29,"ON",15672.4057599006
2020-04-30,"ON",16216.5065074968
2020-05-01,"ON",16759.6509604211
2020-05-02,"ON",17301.0801461989
2020-05-03,"ON",17840.0660943254
2020-05-04,"ON",18375.9118362649
2020-05-05,"ON",18907.9514054518
2020-05-06,"ON",19435.5498372896
2020-05-07,"ON",19958.1031691517
2020-05-08,"ON",20475.038440381
2020-05-09,"ON",20985.8136922897
2020-05-10,"ON",21489.91796816
2020-05-11,"ON",21986.8713132433
2020-05-12,"ON",22476.2247747607
2020-05-13,"ON",22957.560401903
2020-05-14,"ON",23430.4912458303
2020-05-15,"ON",23894.6613596724
2020-05-16,"ON",24349.7457985288
2020-05-17,"ON",24795.4506194683
2020-05-18,"ON",25231.5128815294
2020-05-19,"ON",25657.7006457203
2020-05-20,"ON",26073.8129750185
2020-05-21,"ON",26479.6799343712
2020-05-22,"ON",26875.1625906951
2020-05-23,"ON",27260.1530128767
2020-05-24,"ON",27634.5742717718
2020-05-25,"ON",27998.3804402058
2020-05-26,"ON",28351.5565929739
2020-05-27,"ON",28694.1188068404
2020-05-28,"ON",29026.1141605397
2020-05-29,"ON",29347.6207347754
2020-05-30,"ON",29658.7476122208
2020-05-31,"ON",29959.6348775188
2020-06-01,"ON",30250.4536172818
2020-06-02,"ON",30531.4059200917
2020-06-03,"ON",30802.7248765001
2020-06-04,"ON",31064.6745790281
2020-06-05,"ON",31317.5501221664
2020-06-06,"ON",31561.6776023753
2020-06-07,"ON",31797.4141180845
2020-06-08,"ON",32025.1469749247
2020-06-09,"ON",32245.2790416395
2020-06-10,"ON",32458.207684266
2020-06-11,"ON",32664.3217193106
2020-06-12,"ON",32864.0014124768
2020-06-13,"ON",33057.6184786659
2020-06-14,"ON",33245.5360819761
2020-06-15,"ON",33428.1088357034
2020-06-16,"ON",33605.6828023407
2020-06-17,"ON",33778.5954935788
2020-06-18,"ON",33947.1758703056
2020-06-19,"ON",34111.7443426062
2020-06-20,"ON",34272.6127697635
2020-06-21,"ON",34430.0844602575
2020-06-22,"ON",34584.4541717655
2020-06-23,"ON",34736.0081111625
2020-06-24,"ON",34885.0239345205
2020-06-25,"ON",35031.7707471092
2020-06-26,"ON",35176.5091033955
2020-06-27,"ON",35319.4910070436
2020-06-28,"ON",35460.9599109153
2020-06-29,"ON",35601.1507170697
2020-06-30,"ON",35740.2897767631
2020-07-01,"ON",35878.5948904494
2020-07-02,"ON",36016.2753077798
2020-07-03,"ON",36153.5317276028
2020-07-04,"ON",36290.5562979644
2020-07-05,"ON",36427.5326161078
2020-07-06,"ON",36564.6357284739
2020-07-07,"ON",36702.0321307007
2020-07-08,"ON",36839.8797676235
2020-07-09,"ON",36978.3280332753
2020-07-10,"ON",37117.5177708862
2020-07-11,"ON",37257.5812728838
2020-07-12,"ON",37398.6422808931
2020-07-13,"ON",37540.8159857363
2020-07-14,"ON",37684.2090274332
2020-07-15,"ON",37828.9194952009
2020-07-16,"ON",37975.0369274537
2020-07-17,"ON",38122.6423118036
2020-07-18,"ON",38271.8080850598
2020-07-19,"ON",38422.5981332287
2020-07-20,"ON",38575.0677915145
2020-07-21,"ON",38729.2638443183
2020-07-22,"ON",38885.224525239
2020-07-23,"ON",39042.9795170726
2020-07-24,"ON",39202.5499518126
2020-07-25,"ON",39363.9484106498
2020-07-26,"ON",39527.1789239724
2020-07-27,"ON",39692.236971366
2020-07-28,"ON",39859.1094816135
2020-07-29,"ON",40027.7748326954
2020-07-30,"ON",40198.2028517894
2020-07-31,"ON",40370.3548152705
2020-08-01,"ON",40544.1834487111
2020-08-02,"ON",40719.6329268812
2020-08-03,"ON",40896.638873748
2020-08-04,"ON",41075.1283624761
2020-08-05,"ON",41255.0199154273
2020-08-06,"ON",41436.2235041612
2020-08-07,"ON",41618.6405494344
2020-08-08,"ON",41802.163921201
2020-08-09,"ON",41986.6779386125
2020-08-10,"ON",42172.0583700177
2020-08-11,"ON",42358.172623066
2020-08-12,"ON",42544.8862200952
2020-08-13,"ON",42732.0762360465
2020-08-14,"ON",42919.6342807075
2020-08-15,"ON",43107.4665105934
2020-08-16,"ON",43295.4936289474
2020-08-17,"ON",43483.6508857405
2020-08-18,"ON",43671.8880776711
2020-08-19,"ON",43860.1695481659
2020-08-20,"ON",44048.474187379
2020-08-21,"ON",44236.7954321923
2020-08-22,"ON",44425.1412662158
2020-08-23,"ON",44613.5342197868
2020-08-24,"ON",44802.0113699708
2020-08-25,"ON",44990.6243405609
2020-08-26,"ON",45179.4393020778
2020-08-27,"ON",45368.5369717703
2020-08-28,"ON",45558.0126136148
2020-08-29,"ON",45747.9760383155
2020-08-30,"ON",45938.5516033044
2020-08-31,"ON",46129.8782127412
2020-09-01,"ON",46322.1093175134
2020-09-02,"ON",46515.4129152365
2020-09-03,"ON",46709.9715502534
2020-09-04,"ON",46905.982313635
2020-09-05,"ON",47103.65684318
2020-09-06,"ON",47303.2213234148
2020-09-07,"ON",47504.9164855935
2020-09-08,"ON",47708.9976076982
2020-09-09,"ON",47915.7345144385
2020-09-10,"ON",48125.4115772521
2020-09-11,"ON",48338.3277143041
2020-09-12,"ON",48554.7963904878
2020-09-13,"ON",48775.1456174238
2020-09-14,"ON",48999.7179534609
2020-09-15,"ON",49228.8705036755
2020-09-16,"ON",49462.9749198716
2020-09-17,"ON",49702.4174005814
2020-09-18,"ON",49947.5986910645
2020-09-19,"ON",50198.9340833084
2020-09-20,"ON",50456.8534160284
2020-09-21,"ON",50721.8010746676
2020-09-22,"ON",50994.2359913968
2020-09-23,"ON",51274.6316451146
2020-09-24,"ON",51563.4760614475
2020-09-25,"ON",51861.2718127495
2020-09-26,"ON",52168.5360181026
2020-09-27,"ON",52485.8003433166
2020-09-28,"ON",52813.6110009289
2020-09-29,"ON",53152.5287502049
2020-09-30,"ON",53503.1288971375
2020-10-01,"ON",53866.0012944475
2020-10-02,"ON",54241.7503415837
2020-10-03,"ON",54630.9949847223
2020-10-04,"ON",55034.3687167675
2020-10-05,"ON",55452.5195773513
2020-10-06,"ON",55886.1101528333
2020-10-07,"ON",56335.8175763011
2020-10-08,"ON",56802.3335275698
2020-10-09,"ON",57286.3642331826
2020-10-10,"ON",57788.6304664103
2020-10-11,"ON",58309.8675472513
2020-10-12,"ON",58850.8253424322
2020-10-13,"ON",59412.268265407
2020-10-14,"ON",59994.9751639495
2020-10-15,"ON",60599.7307771304
2020-10-16,"ON",61227.2998814334
2020-10-17,"ON",61878.4187477329
2020-10-18,"ON",62553.7950288852
2020-10-19,"ON",63254.107759729
2020-10-20,"ON",63980.0073570854
2020-10-21,"ON",64732.1156197574
2020-10-22,"ON",65511.0257285306
2020-10-23,"ON",66317.3022461728
2020-10-24,"ON",67151.4811174338
2020-10-25,"ON",68014.0696690459
2020-10-26,"ON",68905.5466097236
2020-10-27,"ON",69826.3620301637
2020-10-28,"ON",70776.937403045
2020-10-29,"ON",71757.6655830289
2020-10-30,"ON",72768.9108067588
2020-10-31,"ON",73811.0086928605
2020-11-01,"ON",74884.266241942
2020-11-02,"ON",75988.9618365934
2020-11-03,"ON",77125.3452413875
2020-11-04,"ON",78293.6376028789
2020-11-05,"ON",79494.0314496045
2020-11-06,"ON",80726.6906920838
2020-11-07,"ON",81991.7506228181
2020-11-08,"ON",83289.3179162913
2020-11-09,"ON",84619.4706289695
2020-11-10,"ON",85982.2581993007
2020-11-11,"ON",87377.7014477157
2020-11-12,"ON",88805.7925766273
2020-11-13,"ON",90266.4951704303
2020-11-14,"ON",91759.7441955021
2020-11-15,"ON",93285.4460002023
2020-11-16,"ON",94843.4783148727
2020-11-17,"ON",96433.6902518373
2020-11-18,"ON",98055.9023054024
2020-11-19,"ON",99709.9063518566
2020-11-20,"ON",101395.465649471
2020-11-21,"ON",103112.314838498
2020-11-22,"ON",104860.159941173
2020-11-23,"ON",106638.678361714
2020-11-24,"ON",108447.518886321
2020-11-25,"ON",110286.301683176
2020-11-26,"ON",112154.618302442
2020-11-27,"ON",114052.031676268
2020-11-28,"ON",115978.076118781
2020-11-29,"ON",117932.257326092
2020-11-30,"ON",119914.052376295
2020-12-01,"ON",121922.909729466
2020-12-02,"ON",123958.249227663
2020-12-03,"ON",126019.462094924
2020-12-04,"ON",128105.910937274
2020-12-05,"ON",130216.929742716
2020-12-06,"ON",132351.823881237
2020-12-07,"ON",134509.870104807
2020-12-08,"ON",136690.316547377
2020-12-09,"ON",138892.38272488
2020-12-10,"ON",141115.259535232
2020-12-11,"ON",143358.109258332
2020-12-12,"ON",145620.06555606
2020-12-13,"ON",147900.233472278
2020-12-14,"ON",150197.689432831
2020-12-15,"ON",152511.481245547
2020-12-16,"ON",154840.628100235
2020-12-17,"ON",157184.120589006
2020-12-18,"ON",159540.925806577
2020-12-19,"ON",161910.010332111
2020-12-20,"ON",164290.351303578
2020-12-21,"ON",166680.936742878
2020-12-22,"ON",169080.765555837
2020-12-23,"ON",171488.847532208
2020-12-24,"ON",173904.203345673
2020-12-25,"ON",176325.86455384
2020-12-26,"ON",178752.873598246
2020-12-27,"ON",181184.283804353
2020-12-28,"ON",183619.159381552
2020-12-29,"ON",186056.575423163
2020-12-30,"ON",188495.617906431
2020-12-31,"ON",190935.38369253
2021-01-01,"ON",193374.980526559
2021-01-02,"ON",195813.527037548
2021-01-03,"ON",198250.152738452
2021-01-04,"ON",200683.998026155
2021-01-05,"ON",203114.214181467
2021-01-06,"ON",205539.963369126
2021-01-07,"ON",207960.418637797
2021-01-08,"ON",210374.763920075
2021-01-09,"ON",212782.194032479
2021-01-10,"ON",215181.914675457
2021-01-11,"ON",217573.142433385
2021-01-12,"ON",219955.104774565
2021-01-13,"ON",222327.040051228
2021-01-14,"ON",224688.197499532
2021-01-15,"ON",227037.837239562
2021-01-16,"ON",229375.230275331
2021-01-17,"ON",231699.658494778
2021-01-18,"ON",234010.414669772
2021-01-19,"ON",236306.802456108
2021-01-20,"ON",238588.136393507
2021-01-21,"ON",240853.741905621
2021-01-22,"ON",243102.955300027
2021-01-23,"ON",245335.123768229
2021-01-24,"ON",247549.605385661
2021-01-25,"ON",249745.769111681
2021-01-26,"ON",251922.994789577
2021-01-27,"ON",254080.673146565
2021-01-28,"ON",256218.205793785
2021-01-29,"ON",258335.005226309
2021-01-30,"ON",260430.494823133
2021-01-31,"ON",262504.108847181
2021-02-01,"ON",264555.292445307
2021-02-02,"ON",266583.501648289
2021-02-03,"ON",268588.203370834
2021-02-04,"ON",270568.875411577
2021-02-05,"ON",272525.00645308
2021-02-06,"ON",274456.096061832
2021-02-07,"ON",276361.65468825
2021-02-08,"ON",278241.203666679
2021-02-09,"ON",280094.275215389
2021-02-10,"ON",281920.412436581
2021-02-11,"ON",283719.169316381
2021-02-12,"ON",285490.110724844
2021-02-13,"ON",287232.81241595
2021-02-14,"ON",288946.861027609
2021-02-15,"ON",290631.854081658
2021-02-16,"ON",292287.39998386
2021-02-17,"ON",293913.118023906
2021-02-18,"ON",295508.638375417
2021-02-19,"ON",297073.602101922
2021-02-20,"ON",298607.67549468
2021-02-21,"ON",300110.649204681
2021-02-22,"ON",301582.507155126
2021-02-23,"ON",303023.430281463
2021-02-24,"ON",304433.796531394
2021-02-25,"ON",305814.18086487
2021-02-26,"ON",307165.355254092
2021-02-27,"ON",308488.28868351
2021-02-28,"ON",309784.147149827
2021-03-01,"ON",311054.293661993
2021-03-02,"ON",312300.288241211
2021-03-03,"ON",313523.887920934
