OBJECTID,HR_UID,Province,CaseCount,Deaths,Recovered,Tests,Last_Updated,GlobalID
1,3537,ON,242,8,109,1872,2020/04/12 22:24:00+00,{BD3AEC17-24F9-4DD2-9917-9C64D70B95FD}
2,3538,ON,26,0,0,0,2020/04/12 22:24:00+00,{87719486-2223-4DDB-9FF5-A9752F499A13}
3,3539,ON,31,2,4,622,2020/04/12 22:25:00+00,{AAACB8CD-1503-4086-A35E-E5054E11EA3C}
4,3540,ON,25,1,7,503,2020/04/12 22:25:59+00,{65C2E1C7-36D8-412C-9449-6CF2FE6F03D4}
5,3541,ON,55,0,41,1706,2020/04/12 22:27:00+00,{D314B87F-A617-41AD-8BA0-19BC39F3DB6B}
6,3542,ON,115,10,15,681,2020/04/12 22:27:00+00,{735CBC84-5128-445B-93B8-B74A17B07D90}
7,3543,ON,176,15,0,0,2020/04/12 22:28:00+00,{06B48C44-C574-4944-B65F-C6661ACA408E}
8,3544,ON,215,10,54,0,2020/04/12 22:28:59+00,{ED6B2C9E-2B33-4640-9677-4AFEB23148FF}
9,6001,YT,8,,4,794,2020/04/12 20:54:00+00,{55138DD4-0FDE-4187-BDB3-A31933466C93}
10,6101,NT,5,0,1,1448,2020/04/12 18:33:59+00,{7A0B0D76-80E9-47F5-9907-5D7033BBD5CE}
11,6201,NU,0,,,376,2020/04/12 20:55:00+00,{7A73963E-F712-47C9-8BC8-CB4705A5CBE2}
12,4831,AB,31,0,13,3806,2020/04/12 21:49:00+00,{B92E29D7-3F50-4308-A9B9-3A7606A6C1E0}
13,4832,AB,1043,32,504,31162,2020/04/12 21:49:59+00,{0C1EB707-9CAF-4E5E-A7CF-7FFC24F0BD46}
14,4833,AB,72,1,50,6980,2020/04/12 21:52:00+00,{8236C005-0F1D-4890-BE9D-9C06AE89CE24}
15,4834,AB,395,7,205,25260,2020/04/12 21:53:00+00,{7CAA2121-110A-4D60-BE09-D045B2FAD5D8}
16,4835,AB,103,6,49,6204,2020/04/12 21:55:00+00,{E16F74F7-4716-4B3F-A9CE-C62C101D0267}
17,1307,NB,2,0,0,283,2020/04/12 19:28:00+00,{B511B3E2-E82F-4BFF-9373-77850FB92501}
18,2401,QC,34,1,,,2020/04/12 19:28:59+00,{170DCD94-CBB4-4355-88C2-F9DB4760DD72}
19,2402,QC,149,3,,,2020/04/12 19:30:00+00,{CA0716AA-70B5-4142-B4E9-F6120729DB98}
20,2403,QC,444,13,,,2020/04/12 19:31:00+00,{492FFF63-5817-48E4-9AB9-9478DA805CFA}
21,2404,QC,739,33,,,2020/04/12 19:33:00+00,{6E08DC7D-DBB1-4733-8CF7-5726CF5A3AC3}
22,2405,QC,689,16,,,2020/04/12 19:34:59+00,{A9FCCA7A-799E-4B0E-A54C-67760A3E71EB}
23,2406,QC,6088,153,,,2020/04/12 19:36:00+00,{6D9FDA53-D57F-462C-B80E-F0A2F7D0C881}
24,2407,QC,169,0,,,2020/04/12 19:38:00+00,{A3E77689-7961-4DE7-9A32-53B62019C7C1}
25,2408,QC,137,2,,,2020/04/12 19:40:00+00,{F30D77E2-2C0A-4991-9B89-D725F8DC77A3}
26,2409,QC,92,0,,,2020/04/12 19:41:00+00,{F809A8BE-9188-4B9C-8B33-18903DD8AE4D}
27,2410,QC,5,0,,,2020/04/12 18:29:00+00,{8C5160CE-93C6-41DD-A62A-CB639FC0A818}
28,3546,ON,234,10,79,0,2020/04/12 22:30:00+00,{39054112-2FB6-4191-BAEF-5A749024C00B}
29,3547,ON,11,0,6,531,2020/04/12 22:31:00+00,{2330ADFF-72B9-4B27-A8B4-E6FA723108B8}
30,3549,ON,10,0,0,606,2020/04/12 18:27:59+00,{A9FEC1FD-4606-4465-97E1-C8DCD668117E}
31,3551,ON,524,11,170,0,2020/04/12 22:33:00+00,{82BAC1DC-A369-4931-9723-AAB42720E7EF}
32,3553,ON,951,18,4,0,2020/04/12 22:34:00+00,{67EA20CD-4D12-42CB-8ABB-552BB35AF83C}
33,3555,ON,52,0,20,1303,2020/04/12 22:34:59+00,{DCC3C6B8-E1F1-423A-83D0-FF86D32E5561}
34,3556,ON,39,2,14,663,2020/04/12 18:29:00+00,{EFD0BF9C-9EB4-4675-96C6-5B06002AE519}
35,3557,ON,14,1,0,710,2020/04/12 22:34:59+00,{90215C69-5F7E-485F-B0BD-4BFD74CF6D68}
36,3558,ON,58,0,29,0,2020/04/12 22:36:00+00,{12436319-6BA7-471A-9A19-568DB755828E}
37,3560,ON,141,8,54,0,2020/04/12 22:37:00+00,{FBB0F73E-B1BA-443F-B758-8A45A833D427}
38,3561,ON,36,1,21,1415,2020/04/12 22:37:00+00,{7F8165FF-6CDC-4AD3-8E9D-49D52AD97F99}
39,3562,ON,26,0,11,694,2020/04/12 20:48:00+00,{CF6D9247-B9E4-402F-ABF4-C353F60F2906}
40,3563,ON,9,0,2,243,2020/04/12 22:38:00+00,{09F933E0-4EC3-4EF7-BDAA-A289C52F9120}
41,3565,ON,274,11,94,3091,2020/04/12 22:38:59+00,{D31649D3-00E2-4FA0-B0EB-E293A976325E}
42,3566,ON,113,1,15,0,2020/04/12 22:40:00+00,{4ED1FA3D-A8FF-4536-881F-745D85339EF0}
43,3568,ON,311,8,23,2293,2020/04/12 22:40:00+00,{1CF7EBFB-9F8F-4ABE-912C-18FF22C94F40}
44,1203,NS,38,0,0,0,2020/04/12 19:17:00+00,{7CCE2E76-1109-42A2-9891-141385446C80}
45,1204,NS,328,0,0,0,2020/04/12 19:17:00+00,{BE83CCE7-F769-49BF-B7F4-DD9852F21309}
46,1301,NB,23,0,0,2560,2020/04/12 19:22:59+00,{E42FF6BA-F44B-4E65-A54C-54CCCF24C055}
47,1302,NB,26,0,0,1573,2020/04/12 19:22:59+00,{B9B02CDF-616A-40E7-B8A3-D00EB9292C19}
48,1303,NB,45,0,0,1851,2020/04/12 19:24:00+00,{BD90CE6B-3ED0-43EA-8E72-390B19113834}
49,1304,NB,7,0,0,628,2020/04/12 19:24:00+00,{FC79D1A4-DD91-46D0-8088-2A7731A82C00}
50,1305,NB,10,0,0,363,2020/04/12 19:25:00+00,{9CDAE252-7643-41F2-8407-5C434C98988D}
51,1306,NB,1,0,0,705,2020/04/12 19:25:00+00,{61CB75E9-27F7-41DF-A665-767ECB9C4C33}
52,4604,MB,3,,,,2020/04/12 18:32:00+00,{D73427EA-A10B-4B22-A6EC-4B00CD9150A5}
53,4605,MB,26,,,,2020/04/12 18:32:00+00,{A3849BC6-BCF7-4902-898A-722E5B14E95B}
54,3570,ON,697,29,96,2951,2020/04/12 22:40:00+00,{EF064D43-9A66-44B5-BFCF-A2D506F200CF}
55,3575,ON,35,2,6,759,2020/04/12 22:41:00+00,{7EF3387F-FCC1-4D2A-AC63-D224A0D46CBB}
56,3595,ON,2225,79,114,0,2020/04/12 22:41:59+00,{83AC256D-0C7A-44FD-BC12-EBF4C9C10F25}
57,4601,MB,185,,,,2020/04/12 18:30:59+00,{41B8C46E-FE27-45C6-9B29-93B241A6293D}
58,4602,MB,11,,,,2020/04/12 18:30:59+00,{A697B74E-3916-4682-8D55-91239746758E}
59,4603,MB,17,,,,2020/04/12 18:30:59+00,{9BD0A85B-FEBE-413E-BA90-6B9C5BBD41DF}
60,1011,NL,227,0,0,3760,2020/04/12 19:12:59+00,{32B5A051-12D8-4616-9514-4B8B532399F2}
61,1012,NL,8,0,0,319,2020/04/12 19:14:00+00,{8BB5F537-E529-4DDE-A481-B76472AB4D78}
62,1013,NL,1,0,0,445,2020/04/12 19:14:00+00,{2832334F-5FBC-4611-AE3B-039BAF26D131}
63,1014,NL,6,0,0,288,2020/04/12 19:15:00+00,{260B291D-C249-444A-AE6F-BB575527AC6A}
64,1201,NS,45,0,0,0,2020/04/12 19:15:59+00,{0677C0B2-48B5-437C-A7BD-57F21CF82D0F}
65,1202,NS,34,0,0,0,2020/04/12 19:15:59+00,{5915C17E-D851-4083-8729-8A7B3397D219}
66,2411,QC,96,3,,,2020/04/12 19:44:59+00,{338A8096-41C8-4616-89FD-2B7E371D28FB}
67,2412,QC,247,3,,,2020/04/12 19:47:00+00,{04690442-3150-47DA-9116-3C1E63E9C1DD}
68,2414,QC,808,21,,,2020/04/12 19:47:59+00,{E4D0DA43-4A35-448B-AB87-9227534293D4}
69,2415,QC,581,2,,,2020/04/12 19:50:59+00,{4C9E5C63-9B17-4D59-9852-E62FE84AB9DD}
70,2416,QC,1325,12,,,2020/04/12 19:51:59+00,{DDF46B6D-6659-45DB-97AB-31598A183A89}
71,2417,QC,7,0,,,2020/04/12 18:29:00+00,{0FCEE1C9-D25B-4754-9502-09B41F44175D}
72,2418,QC,5,0,,,2020/04/12 18:29:00+00,{F3E3DB5E-2D3B-4C38-9828-98CDE1E62E9B}
73,3526,ON,10,0,0,851,2020/04/12 22:17:00+00,{047FC9F5-5892-4A7A-9779-8BAB253A2C71}
74,3527,ON,63,0,0,1008,2020/04/12 22:20:00+00,{D23639E9-35D4-46EE-8DEB-35DFECB56AE7}
75,3530,ON,356,21,116,0,2020/04/12 22:20:00+00,{92C10D18-55FF-40B1-A60B-A4721E48F865}
76,1100,PE,25,0,17,1821,2020/04/12 19:21:00+00,{4E9EE6CC-5CB7-41CA-8EF0-8F7CA9118E24}
77,2413,QC,1231,62,,,2020/04/12 19:47:00+00,{C6C522EC-7960-45C0-9F6E-7923F2C2F21D}
78,3533,ON,35,0,8,0,2020/04/12 22:21:00+00,{F2E223A7-564C-4FDE-A936-F6B05BA84E79}
79,3534,ON,131,13,16,617,2020/04/12 22:21:59+00,{6D0FA318-6D76-402C-95D8-7C7D393CFA8F}
80,3535,ON,127,33,0,0,2020/04/12 22:21:59+00,{0FF183C6-6C25-49E8-9B48-96BA560C532B}
81,3536,ON,311,4,69,3500,2020/04/12 22:22:59+00,{B63BF2F5-049C-47B8-B7CA-B98F55C13C17}
82,592,BC,135,0,60,0,2020/04/12 21:56:59+00,{F3B45F09-8A5D-4FDE-BB42-25A2D0A7D6FA}
83,591,BC,558,10,274,0,2020/04/12 21:56:00+00,{C72BF4AD-845D-4361-9D1C-8136C24C22BB}
84,595,BC,642,38,473,0,2020/04/12 21:58:00+00,{3BC7A541-D3E8-44C8-95DF-E1CC5E748D96}
85,593,BC,84,2,37,0,2020/04/12 21:56:59+00,{E741F460-EF91-4F29-97B6-CA0B8FAB193F}
86,594,BC,26,0,12,0,2020/04/12 21:56:59+00,{60777A03-18BA-47BE-AE91-7ACE9D5B6F87}
87,471,SK,7,0,2,362,2020/04/12 20:39:59+00,{8A3067F2-4ADD-4EDD-A9A1-13251C9C4C3F}
88,476,SK,15,0,6,2003,2020/04/12 20:52:59+00,{CEBDC19B-FBA5-447D-825C-35D4DFE746E5}
89,475,SK,63,1,36,4854,2020/04/12 20:51:59+00,{055BAFF8-22CB-4B33-87CF-B75BA99F48C4}
90,473,SK,10,1,6,1277,2020/04/12 20:51:00+00,{5EE0011F-85F0-4BE1-9C54-86510964C572}
91,474,SK,147,1,78,7880,2020/04/12 20:51:00+00,{F963ED8E-FA61-43E3-825C-06F6F57E5A5A}
92,472,SK,54,1,36,2827,2020/04/12 20:50:00+00,{8B4A590E-61CB-42DE-8772-2653C75DA5A2}
93,3537,ON,138,2,45,1286,2020/04/03 12:00:57+00,{12EF11E0-0461-4AAD-931E-52C146D0C4BF}
94,3538,ON,17,0,0,0,2020/04/03 12:00:57+00,{F1620A84-2028-46B9-AD66-89E077DC90E7}
95,3539,ON,17,1,1,340,2020/04/03 12:00:57+00,{6A4E2F8D-2D14-4E39-BA06-2C7F87D1C0FB}
96,3540,ON,10,0,1,365,2020/04/03 12:00:57+00,{74C01134-F478-4DFE-98C5-5D7B8B09A190}
97,3541,ON,48,0,0,1031,2020/04/03 12:00:57+00,{F41C3D3D-2CEC-4E98-9B67-DAB4E33FDC6B}
98,3542,ON,63,7,2,339,2020/04/03 12:00:57+00,{4362FBFA-8969-4A6B-8D72-2AF82A415763}
99,3543,ON,52,2,0,0,2020/04/03 12:00:57+00,{E4A35620-CE06-4C47-80A6-3FD183B52462}
100,3544,ON,92,3,11,0,2020/04/03 12:00:57+00,{91CA9209-613D-4EA3-8D98-F46C37EDF605}
101,6001,YT,6,,4,753,2020/04/03 12:00:57+00,{AB9538CB-99A4-4C58-96C0-BD360999A085}
102,6101,NT,4,0,1,1141,2020/04/03 12:00:57+00,{3C339F81-167F-4DB5-B871-88C75AFA2BD4}
103,6201,NU,0,,,0,2020/04/03 12:00:57+00,{515FD2C2-9DBC-42A9-B2EA-350DEB304071}
104,4831,AB,16,0,0,0,2020/04/03 12:00:57+00,{7B850F5F-6A65-4E82-9F64-9222B51298CD}
105,4832,AB,671,11,0,0,2020/04/03 12:00:57+00,{0EC8BB83-F1DA-4635-B904-0136AE6335C5}
106,4833,AB,62,0,0,0,2020/04/03 12:00:57+00,{EFF0DCBF-73FA-4878-A171-F47F22E90307}
107,4834,AB,263,4,0,0,2020/04/03 12:00:57+00,{545B90EB-5062-41DE-A2BC-255D8ED0E241}
108,4835,AB,57,3,0,0,2020/04/03 12:00:57+00,{A7AE0C9E-1690-45D5-B252-CBEADBF5C83C}
109,1307,NB,1,0,0,180,2020/04/03 12:00:57+00,{B846C97F-B94D-4AE8-ACAD-7CEF4CB42907}
110,2401,QC,24,0,,,2020/04/03 12:00:57+00,{0A18CC11-91C9-4860-B581-283702CA0C4A}
111,2402,QC,44,0,,,2020/04/03 12:00:57+00,{BA7C08F1-1AA1-4844-8DA4-D3EE18D93CF6}
112,2403,QC,280,0,,,2020/04/03 12:00:57+00,{BFC86C68-2ABB-4E35-BAEF-BE0573A968F0}
113,2404,QC,364,0,,,2020/04/03 12:00:57+00,{EAE3CBB7-A3F5-404D-B815-3E48BD3272D3}
114,2405,QC,450,0,,,2020/04/03 12:00:57+00,{9E8E28E3-99F5-4C55-9EBC-DC4053EC2787}
115,2406,QC,2837,0,,,2020/04/03 12:00:57+00,{036E838E-125B-4868-BF10-95E8FCD4C0A8}
116,2407,QC,81,0,,,2020/04/03 12:00:57+00,{5585367D-FC4B-48B6-AFEB-1B4CF2F0936E}
117,2408,QC,58,0,,,2020/04/03 12:00:57+00,{A8A2E295-FBBD-4072-B92A-AEBB0E5C3E60}
118,2409,QC,47,0,,,2020/04/03 12:00:57+00,{03ABB39F-951D-4A80-94EE-738D71F43D20}
119,2410,QC,2,0,,,2020/04/03 12:00:57+00,{89BB9C4A-AB6A-4F22-A606-4CF4362738A5}
120,3546,ON,99,0,19,0,2020/04/03 12:00:57+00,{AC5BCDD8-2B19-4E03-AAEA-BB052DBFACEA}
121,3547,ON,6,0,3,355,2020/04/03 12:00:57+00,{856AE613-6B4D-460A-A31C-5FBCDC2893C7}
122,3549,ON,5,0,0,387,2020/04/03 12:00:57+00,{8BA19B2F-8E5C-483B-92A8-A47E504766B2}
123,3551,ON,289,3,11,0,2020/04/03 12:00:57+00,{1BB2237F-07F7-4E81-9875-E708B284B8C8}
124,3553,ON,430,4,5,0,2020/04/03 12:00:57+00,{ECB458C9-8678-4477-88C0-A80F3D4780C7}
125,3555,ON,43,0,6,842,2020/04/03 12:00:57+00,{196FE44F-6920-4F72-9D1F-2E4AD69A61CC}
126,3556,ON,28,0,5,387,2020/04/03 12:00:57+00,{FDA73823-8CE5-4418-8575-58FA199DC3EC}
127,3557,ON,7,1,0,419,2020/04/03 12:00:57+00,{7D82C033-282A-41D9-9E05-5DB6A8532C14}
128,3558,ON,31,0,2,0,2020/04/03 12:00:57+00,{E193D947-425C-4AD2-8927-F8CDCC111BB5}
129,3560,ON,71,4,20,0,2020/04/04 00:00:00+00,{81195F3E-5E69-4321-8DDA-181439399CFD}
130,3561,ON,25,1,7,829,2020/04/04 00:00:00+00,{3A4DCCF3-4EAB-4B0F-90C2-4FBEFA51EB0C}
131,3562,ON,12,0,0,458,2020/04/03 12:00:57+00,{18E0BC62-C529-4A64-81EA-FD151A870546}
132,3563,ON,3,0,0,174,2020/04/04 00:01:00+00,{BE2B685D-B71E-4E16-9F6C-6F5B84265C50}
133,3565,ON,148,2,29,2242,2020/04/04 00:01:59+00,{3F528917-CF63-404F-BF83-98AA8CDE0C1B}
134,3566,ON,82,1,7,0,2020/04/04 00:04:59+00,{5E1E93C3-7BCD-4497-B018-EF40D9775BE7}
135,3568,ON,141,3,0,1330,2020/04/04 00:07:00+00,{2E6647DF-70E4-4C97-8995-4256755FB723}
136,1203,NS,22,0,0,0,2020/04/03 12:00:57+00,{34FA77BC-8951-4648-AE0F-CBD520CB3CD9}
137,1204,NS,130,0,0,0,2020/04/03 12:00:57+00,{7EFD83C0-3AD3-46FB-8F8E-AF6379AB1EC6}
138,1301,NB,19,0,0,1652,2020/04/03 12:00:57+00,{35C16D91-569A-484C-9726-E2AFBB10A0CE}
139,1302,NB,22,0,0,978,2020/04/03 12:00:57+00,{9EEA151C-D937-47EB-969E-F4E72072DD61}
140,1303,NB,36,0,0,1116,2020/04/03 12:00:57+00,{3FF9A67D-0497-462A-BBC5-B293CF5214E3}
141,1304,NB,7,0,0,354,2020/04/03 12:00:57+00,{03B6E337-1C97-4593-B265-717B715A8AE1}
142,1305,NB,10,0,0,211,2020/04/03 12:00:57+00,{C854B457-FB4A-411C-9EB5-4106B2EF9CDE}
143,1306,NB,0,0,0,415,2020/04/03 12:00:57+00,{AE6DE315-7A1C-41A4-BA37-D1394C83B7AE}
144,4604,MB,2,0,0,,2020/04/03 12:00:57+00,{36011727-5832-4B9E-B249-44511BF5A906}
145,4605,MB,15,0,0,,2020/04/03 12:00:57+00,{3DE66CDD-30BF-4031-92D8-DA325DA9ABE2}
146,3570,ON,407,13,28,2201,2020/04/04 00:10:00+00,{E4227EDC-A931-4424-8CD1-71ADBF05C4D0}
147,3575,ON,20,2,3,426,2020/04/04 00:11:00+00,{69607CA2-26D6-4B80-9281-DF18825790BF}
148,3595,ON,986,13,56,0,2020/04/04 00:13:00+00,{B563F8F5-25B5-4554-BBDA-D0F7C20CD17C}
149,4601,MB,129,0,0,,2020/04/03 12:00:57+00,{342C1598-5908-4CF0-A203-17F5C8DEC03D}
150,4602,MB,10,0,0,,2020/04/03 12:00:57+00,{18ACF3FE-043A-4D57-8E57-A3D9C7A94A76}
151,4603,MB,8,,,,2020/04/03 12:00:57+00,{0F3DC1F5-90AA-42F9-800C-FCD85719F14A}
152,1011,NL,186,0,0,0,2020/04/03 12:00:57+00,{5F5966BC-BE8D-4AA7-BC58-BBBD00FB73F6}
153,1012,NL,3,0,0,0,2020/04/03 12:00:57+00,{BB2939F4-F7BC-412C-81B4-C456552D0BA5}
154,1013,NL,1,0,0,0,2020/04/03 12:00:57+00,{C7E7A391-95F7-4115-9E6C-35FF55B4FFF9}
155,1014,NL,5,0,0,0,2020/04/03 12:00:57+00,{04E44DC2-7356-42F3-95A9-9E428C13727C}
156,1201,NS,33,0,0,0,2020/04/03 12:00:57+00,{47A27A0B-FEBE-4F0C-B02E-D1734E583E04}
157,1202,NS,22,0,0,0,2020/04/03 12:00:57+00,{C8538F3F-2CD7-4A69-9976-E0A0C7765335}
158,2411,QC,41,0,,,2020/04/03 12:00:57+00,{EE94998A-326D-4086-8201-F11C80DE320A}
159,2412,QC,136,0,,,2020/04/03 12:00:57+00,{D3390721-3FE0-4963-9744-99A90F86AE0B}
160,2414,QC,354,0,,,2020/04/03 12:00:57+00,{27243446-72CF-401B-B6C9-6D399E8113CF}
161,2415,QC,319,0,,,2020/04/03 12:00:57+00,{8F458E0A-2230-4887-AA8B-453C3119946F}
162,2416,QC,583,0,,,2020/04/03 12:00:57+00,{CA15ADD3-771D-4ECB-BF36-246D1C35427D}
163,2417,QC,2,0,,,2020/04/03 12:00:57+00,{A8465594-F9C9-42E6-80FA-A48D0EF4EB39}
164,2418,QC,3,0,,,2020/04/03 12:00:57+00,{B1F3AA71-40DD-490C-9CF2-36906A2E8122}
165,3526,ON,7,0,0,470,2020/04/04 00:45:00+00,{50B18E75-0F17-4B1A-9501-E2451129820F}
166,3527,ON,35,0,0,665,2020/04/03 12:00:57+00,{66D7EA02-EE37-4666-A839-E0AF96B1075B}
167,3530,ON,183,9,19,0,2020/04/03 12:00:57+00,{9C8E50E5-D300-4FB6-A6A6-0215692DDBFF}
168,1100,PE,22,0,4,1077,2020/04/03 12:00:57+00,{7E490575-0950-44F5-AC09-8BA0983EE790}
169,2413,QC,476,0,,,2020/04/03 12:00:57+00,{1427BD50-4BBE-4536-8A18-D1692037D3BA}
170,3533,ON,15,0,5,0,2020/04/04 00:01:00+00,{EF494F98-1F45-4E9A-8D69-2033ADBE8D6F}
171,3534,ON,43,4,6,323,2020/04/03 12:00:57+00,{9ADDFDD4-629A-4718-8861-6E1D0164780A}
172,3535,ON,65,17,0,0,2020/04/03 12:00:57+00,{0911848B-E6D7-4C3C-BEB6-E84985993E44}
173,3536,ON,81,2,0,3500,2020/04/03 12:00:57+00,{625F08D8-92F7-4C8F-A9E4-0EE4586300A6}
174,592,BC,126,0,35,0,2020/04/04 00:14:59+00,{EA412A01-F44C-475F-A302-8A2A2289F9FF}
175,591,BC,412,5,203,0,2020/04/04 00:14:00+00,{37A72D33-3A19-4C7D-AF7F-2A0DC392EAD5}
176,595,BC,541,28,397,0,2020/04/04 00:17:00+00,{E5A7D5AF-4813-45F0-BC84-70620E76FA20}
177,593,BC,74,2,31,0,2020/04/04 00:14:59+00,{5FFA75E9-5DB2-4B67-A4DB-FFD04C7B858C}
178,594,BC,21,0,7,0,2020/04/04 00:16:00+00,{F3640209-7436-4CF2-8F57-B55379BE31D0}
179,471,SK,3,0,2,251,2020/04/03 12:00:57+00,{D998867E-341F-43C0-B74C-AFAD291651AE}
180,476,SK,10,0,2,1220,2020/04/03 12:00:57+00,{7FFE6E81-44F6-4BDC-A6D6-C28E89EE337F}
181,475,SK,45,0,11,3100,2020/04/03 12:00:57+00,{CC01D30F-78B9-4CF9-ACCA-65A48CF158C5}
182,473,SK,9,1,1,783,2020/04/03 12:00:57+00,{BBF2A137-7C6B-45CD-B422-99CA4ABE2CCE}
183,474,SK,111,1,18,5126,2020/04/03 12:00:57+00,{07A06141-3AD2-4B52-BCE6-2391D8834BBB}
184,472,SK,42,1,14,1606,2020/04/03 12:00:57+00,{38239B18-22F6-474D-86B0-0DFB40400F7D}
185,3537,ON,147,3,58,1348,2020/04/04 20:03:59+00,{7D565D3F-8471-44DA-A9D3-A5474C1ACA0C}
186,3538,ON,18,0,0,0,2020/04/04 20:05:00+00,{8B7AF379-441A-4AA4-9F3B-5530100EF801}
187,3539,ON,17,1,1,340,2020/04/04 20:06:59+00,{E7626239-3BD7-411A-B8F9-2A7E4BADC9CB}
188,3540,ON,12,0,1,391,2020/04/04 20:07:59+00,{C1993083-8881-4D70-A6B8-1A827A2F57EA}
189,3541,ON,52,0,0,1031,2020/04/05 00:20:59+00,{34D23C6A-340B-4119-8C8B-F99E6B1B5BD2}
190,3542,ON,68,7,2,361,2020/04/04 20:10:00+00,{EDD0D4AF-02D8-40B8-B249-7C1DCF5C8A0E}
191,3543,ON,55,2,0,0,2020/04/04 20:00:00+00,{0AA9B13B-0778-4247-9D40-84B75792A680}
192,3544,ON,113,5,13,0,2020/04/04 20:00:00+00,{9A37AE81-C4B1-4FE0-8688-1C3E83C05915}
193,6001,YT,6,,4,753,2020/04/04 23:06:59+00,{7BFDDFDF-5694-4422-9B00-1BED8444B278}
194,6101,NT,4,0,1,1204,2020/04/04 22:09:59+00,{49F4DC11-A95D-4544-86EE-8719E20428F7}
195,6201,NU,0,,,314,2020/04/05 00:17:00+00,{D15C74A2-566D-47F0-AA87-ECB0C57C8EF7}
196,4831,AB,18,0,0,0,2020/04/04 23:35:59+00,{C50726B1-4149-4FF1-8AF5-F1F0B955BB52}
197,4832,AB,734,13,0,0,2020/04/04 23:35:59+00,{24C71B2C-B9F2-4DF0-A691-06A05D63C33F}
198,4833,AB,66,0,0,0,2020/04/04 23:35:59+00,{711A3BEB-CEBF-4BDB-AD87-E24CB3E5455F}
199,4834,AB,290,4,0,0,2020/04/04 23:36:59+00,{DCC955BA-7F44-4AC0-9450-6C98FE75F21B}
200,4835,AB,68,3,0,0,2020/04/04 23:36:59+00,{2CC794FC-1BD3-46B7-A371-BCD3C61854E4}
201,1307,NB,1,0,0,189,2020/04/04 21:55:00+00,{4865B845-FD01-4589-874F-5A3094F1738D}
202,2401,QC,27,0,,,2020/04/04 17:51:59+00,{53D7288C-4C0B-4CFA-9A02-4599B9EDB1EC}
203,2402,QC,55,0,,,2020/04/04 17:51:59+00,{7CC9CC2A-850E-4F25-80D9-F280870C3048}
204,2403,QC,309,0,,,2020/04/04 17:51:59+00,{06962294-4602-4917-982E-5BCBBC4EAB80}
205,2404,QC,431,0,,,2020/04/04 17:52:59+00,{2030ABFA-70FE-4BE9-8D82-31E6B70C8EDE}
206,2405,QC,499,0,,,2020/04/04 17:52:59+00,{84AFD1F7-A40F-4C23-82F3-69AEECA07205}
207,2406,QC,3261,0,,,2020/04/04 17:52:59+00,{2A1F2648-3B37-4631-86C1-AC4100688730}
208,2407,QC,85,0,,,2020/04/04 17:52:59+00,{772EED84-2F10-4AD9-B5B7-54E221D8B544}
209,2408,QC,76,0,,,2020/04/04 17:54:00+00,{3AE9AB85-B87E-4897-A7BE-7DF5574B7E8B}
210,2409,QC,49,0,,,2020/04/04 17:54:00+00,{48E774D3-6546-4639-A0AA-DB9329EB1718}
211,2410,QC,2,0,,,2020/04/04 17:51:00+00,{0837E7A7-F028-4ADB-9ECF-989779188226}
212,3546,ON,123,0,26,0,2020/04/04 20:02:00+00,{5603D916-09B4-46DA-AA60-36DFE5052A85}
213,3547,ON,6,0,3,355,2020/04/05 00:20:59+00,{6CA6ED29-F731-4F5C-A2B4-884C283B46F5}
214,3549,ON,5,0,0,387,2020/04/04 17:48:59+00,{746A1E0A-DDCB-422C-9BFE-EE05D66278CD}
215,3551,ON,322,4,11,0,2020/04/04 20:05:00+00,{C379CD10-CA09-4EFE-A29A-4310CC204F17}
216,3553,ON,448,5,4,0,2020/04/04 20:09:00+00,{71E77FC8-3B76-447B-B53A-A7A8A1A2F29B}
217,3555,ON,43,0,8,921,2020/04/05 00:21:59+00,{BFBA707A-6865-4715-83E9-51B27D3B31AC}
218,3556,ON,29,2,5,407,2020/04/04 15:49:00+00,{F9F49FC4-3272-4916-913E-D051BF4065B0}
219,3557,ON,7,1,0,433,2020/04/04 20:10:00+00,{A020DBFC-BA36-4DDE-A120-03546FC1CDF9}
220,3558,ON,34,0,2,0,2020/04/04 20:13:00+00,{F937A1E1-39B1-4A63-95F5-FCB0D5BACE67}
221,3560,ON,71,4,20,0,2020/04/05 00:23:00+00,{52B52E85-89D5-447C-BC1C-710F2C97E109}
222,3561,ON,26,1,9,879,2020/04/04 20:15:00+00,{A0A2B7C3-D35D-4960-8D03-B24BC06AC853}
223,3562,ON,12,0,2,500,2020/04/05 00:24:00+00,{AC64EAE6-633A-4C3F-A177-C6A851714266}
224,3563,ON,5,0,0,175,2020/04/04 20:15:00+00,{F838709A-8D8A-4A2E-AE80-A09B9DB7BE40}
225,3565,ON,158,2,29,2339,2020/04/04 20:15:00+00,{4D39FFDE-B8FE-430A-A6EF-94EED2D80AA4}
226,3566,ON,82,1,7,0,2020/04/05 00:26:00+00,{5BD644E1-DB10-434E-B08A-32668F173689}
227,3568,ON,160,3,0,1434,2020/04/04 20:15:00+00,{1449D00E-6944-4435-BFEA-4CE4C2BEDF4B}
228,1203,NS,23,0,0,0,2020/04/04 21:59:00+00,{2BEF24EF-470D-4BB9-B1C1-3412C73282F1}
229,1204,NS,154,0,0,0,2020/04/04 21:59:00+00,{FC7AB5A5-AE56-4250-A21D-55FF19A686BD}
