OBJECTID,HR_UID,Province,CaseCount,Deaths,Recovered,Tests,Last_Updated,GlobalID
1060,1303,NB,46,0,0,1959,2020/04/14 18:24:00+00,{09B19C9C-D1DD-4FAA-8C09-8AEEB8783B57}
1061,1304,NB,7,0,0,657,2020/04/14 18:24:00+00,{D49FC931-F4E2-441C-B99F-9C4718F8A19E}
1062,1305,NB,11,0,0,385,2020/04/14 18:26:00+00,{2205087C-1814-4DB7-8C96-E40AAEFAF62E}
1063,1306,NB,1,0,0,739,2020/04/14 18:27:00+00,{374372F7-9557-419C-8045-2F5ECBDB824C}
1064,4604,MB,3,,,,2020/04/14 19:34:59+00,{8414F20D-1418-4336-BC15-05CFBFD8EF69}
1065,4605,MB,27,,,,2020/04/14 19:36:00+00,{438E8A88-A411-4817-B131-569C62886156}
1066,3570,ON,824,41,101,2951,2020/04/14 22:38:59+00,{681FBA89-D6A5-4713-96B9-0DD59BA29441}
1067,3575,ON,36,3,6,838,2020/04/14 22:44:59+00,{7AA46F23-6870-480B-A76E-612AD0BC5B8C}
1068,3595,ON,2543,115,137,0,2020/04/14 22:44:59+00,{F58BA06C-F5A5-49C1-A6D6-9C725CB77761}
1069,4601,MB,187,,,,2020/04/14 19:34:00+00,{69C0CAE6-5A71-4F39-879F-3DF43B3E5759}
1070,4602,MB,11,,,,2020/04/14 19:34:59+00,{65EE057E-0E19-4BB6-AC8F-F933A37F683F}
1071,4603,MB,18,,,,2020/04/14 19:34:59+00,{DA0F6F56-A62F-49F5-B4D2-580928AD6423}
1072,1011,NL,227,0,0,3890,2020/04/14 18:07:00+00,{054E3811-3176-44E0-A875-2196DA866E4D}
1073,1012,NL,8,0,0,345,2020/04/14 18:03:00+00,{FF028386-B058-46CD-AB46-48F357F30D55}
1074,1013,NL,3,0,0,485,2020/04/14 18:04:00+00,{B916F142-8AAD-44A0-9C19-5FB234B5F810}
1075,1014,NL,6,0,0,301,2020/04/14 18:08:00+00,{88B62FDC-72EE-4E7C-94D9-0CB86DA30533}
1076,1201,NS,46,0,0,0,2020/04/14 18:10:00+00,{5D6591A3-482B-4E86-B477-5D0A8C78517C}
1077,1202,NS,34,0,0,0,2020/04/14 18:11:00+00,{5C124E3A-7D88-4489-B246-81ACDEE37B10}
1078,2411,QC,99,4,,,2020/04/14 18:46:00+00,{C318DC68-2BB9-491A-B3A4-296BA35CF3AB}
1079,2412,QC,286,5,,,2020/04/14 18:48:00+00,{3FD36D55-28D6-4CF9-8842-597DB884F19E}
1080,2414,QC,946,25,,,2020/04/14 18:51:00+00,{A2C92589-897B-44DC-AFF2-667CF64547CB}
1081,2415,QC,663,2,,,2020/04/14 18:52:00+00,{4FE38826-432D-42FF-BA19-D2FC1E19D0FD}
1082,2416,QC,1565,18,,,2020/04/14 18:53:59+00,{713BCC44-4BFB-4880-8E51-E755933DCDBC}
1083,2417,QC,11,0,,,2020/04/14 19:31:00+00,{E6461A89-526B-49BF-9301-E12A19A2BEDF}
1084,2418,QC,5,0,,,2020/04/14 19:33:00+00,{15A9589C-5F51-457F-AA2D-BED1DE015B98}
1085,3526,ON,10,0,0,918,2020/04/14 21:17:00+00,{9FF2ACC5-DFC3-4538-A603-D04BA01B82ED}
1086,3527,ON,67,0,0,1008,2020/04/14 21:20:00+00,{8D939816-DCAB-4172-ABAE-68EEEC05F181}
1087,3530,ON,442,30,146,0,2020/04/14 22:20:00+00,{6234CC7F-787A-4A21-A312-FE62695C68CA}
1088,1100,PE,25,0,23,1988,2020/04/14 18:16:00+00,{117E525E-1BCE-4C46-A56F-7885FDFD3D5A}
1089,2413,QC,1358,75,,,2020/04/14 18:49:59+00,{0860CF80-760A-4C8F-9D17-6EC303D56C83}
1090,3533,ON,35,0,8,0,2020/04/14 22:21:00+00,{54C4558A-02A6-4163-A979-293E4C7DAE42}
1091,3534,ON,144,17,16,657,2020/04/14 21:21:59+00,{4C9AC759-A4FD-4F3A-9AA8-9AF5CCE006EF}
1092,3535,ON,129,33,0,0,2020/04/14 21:21:59+00,{99056895-7FED-4AA0-8A48-002F636B04A5}
1093,3536,ON,356,11,69,3500,2020/04/14 21:08:00+00,{79F1E190-D16E-4400-91B6-6F5386C79BC3}
1094,592,BC,141,0,72,0,2020/04/15 00:04:59+00,{25DECDA4-B895-41B1-8C9E-CBB8207B0B8C}
1095,591,BC,601,15,329,0,2020/04/15 00:06:00+00,{54CD932A-ECA6-4CD8-A470-87F3042C8B45}
1096,595,BC,658,55,473,0,2020/04/15 00:07:00+00,{B8DC449D-2E5C-4A8A-B728-3D28844F18A5}
1097,593,BC,89,2,47,0,2020/04/15 00:08:00+00,{9A8579FF-93AC-4FD3-9B48-3F42AA1E7612}
1098,594,BC,28,0,21,0,2020/04/15 00:04:00+00,{3F710804-72BB-481A-A2C1-A53A6CC2904B}
1099,471,SK,7,0,2,385,2020/04/14 21:11:59+00,{9CB18522-27AE-4A23-A3AC-4D9F9ED6BB49}
1100,476,SK,15,0,6,2059,2020/04/14 21:11:59+00,{5AFAB644-9096-46FA-8D0E-8CE391D48ABF}
1101,475,SK,65,1,42,5124,2020/04/14 21:13:00+00,{9797E7AB-082B-4B34-96E6-B3C90EF296CA}
1102,473,SK,10,1,6,1322,2020/04/14 21:13:00+00,{8E3BFC4D-3075-42F1-8793-FC89C54A2EFE}
1103,474,SK,147,1,90,8236,2020/04/14 21:14:00+00,{89DD96A9-57E3-4785-8765-0B9BCE656FDB}
1104,472,SK,57,1,41,3076,2020/04/14 21:14:00+00,{9E11474C-72D5-4A9C-8680-1FCB2DAE8E65}
1105,3537,ON,276,10,123,2270,2020/04/15 22:09:00+00,{DA4CB13F-E7C1-4789-A910-B74DB95EDB3A}
1106,3538,ON,27,0,0,0,2020/04/15 22:09:00+00,{630F8417-AF23-4A1E-A12B-10841885EE69}
1107,3539,ON,34,3,5,780,2020/04/15 22:09:59+00,{C405EA5C-B07B-4107-B4EB-80E60D644818}
1108,3540,ON,25,1,11,737,2020/04/15 22:11:00+00,{45C05214-A6F8-4226-8FB2-E3D1B44A513A}
1109,3541,ON,55,0,50,2023,2020/04/15 22:12:00+00,{65A13EFA-052E-4434-8351-5E9BB256ED6D}
1110,3542,ON,119,11,35,669,2020/04/15 22:12:00+00,{A36E8C54-8548-462A-A354-7D2295137EDA}
1111,3543,ON,235,27,0,0,2020/04/15 22:12:59+00,{1049AD8C-60FE-4002-A424-5419B044C1A5}
1112,3544,ON,250,12,118,0,2020/04/15 22:14:00+00,{B336F067-7D86-4C38-A470-EF9AD7C1DDBF}
1113,6001,YT,8,,6,841,2020/04/15 22:46:00+00,{E324086A-28EA-47C8-A4B5-9E40482A872A}
1114,6101,NT,5,0,2,1464,2020/04/15 19:41:00+00,{660FC4DF-398E-41A4-86F0-C65B55745130}
1115,6201,NU,0,,,404,2020/04/15 19:41:59+00,{1669D84D-AC0D-4140-9ED5-29E300D61FA6}
1116,4831,AB,36,0,15,3995,2020/04/15 23:07:59+00,{9A9AB096-3F83-4765-8915-4F12D28A677B}
1117,4832,AB,1242,33,555,34157,2020/04/15 23:09:00+00,{5176116A-F1CB-4651-BCF4-D431D1A0EC4E}
1118,4833,AB,74,1,56,7348,2020/04/15 23:09:00+00,{C1BE6321-44EC-4141-BC33-CB960564F7E6}
1119,4834,AB,402,8,236,26339,2020/04/15 23:10:00+00,{138CDF9F-CAC9-4319-B9A1-8EDE4DEBA355}
1120,4835,AB,107,6,51,6498,2020/04/15 23:10:00+00,{084F2878-8EB8-42DB-ADDC-85B93B440F8A}
1121,1307,NB,2,0,0,320,2020/04/15 18:29:00+00,{4A9DA98E-8F6F-4E2A-BC8B-CDEEF1975D25}
1122,2401,QC,34,1,,,2020/04/15 18:39:00+00,{D7EFFE01-BF02-4ED7-9F3C-3142809EE082}
1123,2402,QC,175,5,,,2020/04/15 18:49:00+00,{D2B235F9-CD66-4420-8CAE-C7242BC4E1C0}
1124,2403,QC,528,18,,,2020/04/15 18:49:59+00,{8AF8EFFE-1CE5-4AE4-8ED8-1C2017E9B2B8}
1125,2404,QC,862,52,,,2020/04/15 18:49:59+00,{48CD22F8-808B-4C7E-9BFC-F16D4AA2F300}
1126,2405,QC,738,18,,,2020/04/15 18:51:00+00,{2ED634AC-5182-40A0-9CFE-49EF6247014D}
1127,2406,QC,6830,242,,,2020/04/15 18:52:00+00,{D8ACBD03-E17B-4E86-90A7-F7081E0E726C}
1128,2407,QC,181,0,,,2020/04/15 18:52:00+00,{5B7D5193-F996-4A25-9AF5-40B225DBCE65}
1129,2408,QC,139,2,,,2020/04/15 18:55:00+00,{F5E978DD-2C35-4203-BCBA-BB9EB905B5CC}
1130,2409,QC,98,0,,,2020/04/15 18:55:00+00,{4BE1C823-D8E0-4ACA-83C8-0A4C4ED748DA}
1131,2410,QC,7,0,,,2020/04/15 19:38:00+00,{D68AB91C-878F-4F1C-BDA9-51A704B428C2}
1132,3546,ON,299,26,99,0,2020/04/15 22:15:00+00,{6732507F-63A9-444C-82DE-8E13E7220D58}
1133,3547,ON,14,0,6,794,2020/04/15 22:15:59+00,{D8117BA1-A0E1-4AAD-A6F4-12B7A585CB1A}
1134,3549,ON,11,0,0,654,2020/04/15 19:40:00+00,{3A1C13FE-DD98-4AD8-A9D1-28D65980F574}
1135,3551,ON,619,12,217,0,2020/04/15 22:18:00+00,{A292B07E-CAA0-46FE-9A8B-2EC71067C3EA}
1136,3553,ON,1156,25,4,0,2020/04/15 22:18:59+00,{A5FF84A0-104E-4BE6-8B76-742955DC3E2C}
1137,3555,ON,53,1,29,1470,2020/04/15 22:20:00+00,{C066ED38-8275-484E-BEFE-7D5070CEF37E}
1138,3556,ON,42,2,21,811,2020/04/15 19:38:59+00,{6AA451E5-19C4-43D1-87E6-08E85C0D7C1E}
1139,3557,ON,14,1,0,842,2020/04/15 22:20:00+00,{CF7A1F40-0AA4-4456-AA3F-2000A79EB195}
1140,3558,ON,61,0,34,0,2020/04/15 22:18:59+00,{3350923A-A694-4CC3-B368-97E622809407}
1141,3560,ON,165,11,70,0,2020/04/15 22:21:59+00,{73A8E9C7-C8E9-4EB0-99EF-9CCCB50FD8A7}
1142,3561,ON,39,1,26,1815,2020/04/15 22:21:59+00,{1A656863-DB49-4DA2-9124-110678843C4C}
1143,3562,ON,36,0,18,1002,2020/04/15 21:24:00+00,{A1BA9EA2-0D7F-4783-AA03-273073D8E055}
1144,3563,ON,10,0,4,283,2020/04/15 22:22:59+00,{DEE295AE-D93D-407D-ACE4-3DBC8649B565}
1145,3565,ON,379,15,127,3343,2020/04/15 22:24:00+00,{6DAA456A-8D55-4034-A165-D87206CF400D}
1146,3566,ON,113,1,15,0,2020/04/14 22:24:00+00,{95E16743-2DB2-4074-8E74-453923DF7A32}
1147,3568,ON,408,16,32,2701,2020/04/15 22:25:00+00,{CA12481B-3BF7-4E1F-861C-96774B258BFE}
1148,1203,NS,42,0,0,0,2020/04/15 18:23:00+00,{CDED6112-A2B2-43C5-87EA-FE1BA5CE037C}
1149,1204,NS,426,0,0,0,2020/04/15 18:24:00+00,{F34B419A-4F68-4014-A197-7ED9B00DBC67}
1150,1301,NB,23,0,0,2902,2020/04/15 18:26:00+00,{A20A0B7F-63AD-49EA-B087-355C8C330338}
1151,1302,NB,26,0,0,1756,2020/04/15 18:26:00+00,{2F278F80-8D4F-4FB2-A6A7-865403983F72}
1152,1303,NB,46,0,0,2002,2020/04/15 18:27:00+00,{D3DAF9E6-D5BB-4142-AD89-125451BEFBFC}
1153,1304,NB,7,0,0,673,2020/04/15 18:27:00+00,{D8D25892-F52F-41DB-BC24-6C80EEFC90D0}
1154,1305,NB,12,0,0,396,2020/04/15 18:27:59+00,{D9A268F0-F8D4-4A33-BB3F-933FA9932F24}
1155,1306,NB,1,0,0,775,2020/04/15 18:27:59+00,{32BAD0F4-CC75-47C2-8F93-CCFFED1716B8}
1156,4604,MB,3,,,,2020/04/15 19:41:59+00,{B24BC199-A4FC-41B5-8A67-EEAB20FA25BA}
1157,4605,MB,27,,,,2020/04/15 19:43:00+00,{540EA1D0-9974-41D6-B6C1-E3F948D87828}
1158,3570,ON,883,42,103,2951,2020/04/15 22:25:59+00,{30790951-E3CC-44F1-8580-6C4A580F8C7C}
1159,3575,ON,40,3,9,930,2020/04/15 22:27:00+00,{9CA8EEBE-C04C-499A-9E8A-F2D090BCA1F5}
1160,3595,ON,2670,121,148,0,2020/04/15 22:28:00+00,{B98E7637-94DE-4775-9ABA-BC10FA7E5D8C}
1161,4601,MB,186,,,,2020/04/15 19:43:00+00,{5BC06A4C-2DD3-493D-A0E7-885BDF97142F}
1162,4602,MB,12,,,,2020/04/15 19:44:00+00,{993AFC3B-7C8F-4610-A175-F4D948A889E0}
1163,4603,MB,18,,,,2020/04/15 19:44:00+00,{67A81713-503B-4328-99E6-10C1AF808066}
1164,1011,NL,229,0,0,4021,2020/04/15 18:20:00+00,{2CA53536-086E-408F-9B61-DC374EAE9790}
1165,1012,NL,8,0,0,351,2020/04/15 18:20:00+00,{5097F9EF-88B7-499E-9AE7-2F6FAEA232DD}
1166,1013,NL,4,0,0,488,2020/04/15 18:20:59+00,{3E8D1E08-D37D-40ED-A593-D070AF055D8E}
1167,1014,NL,6,0,0,306,2020/04/15 18:21:59+00,{B931C1BD-9BE7-4FEE-B0D1-33B1CF822423}
1168,1201,NS,46,0,0,0,2020/04/15 18:21:59+00,{F37C28E8-3561-40F4-9B97-95B135B2EB9C}
1169,1202,NS,35,0,0,0,2020/04/15 18:23:00+00,{EB124509-EEFF-4053-83ED-E352A528BA86}
1170,2411,QC,103,6,,,2020/04/15 18:56:00+00,{950E843C-466C-4B67-A8F1-9A44FF51F0CC}
1171,2412,QC,291,6,,,2020/04/15 18:56:00+00,{0677B5C6-1060-4F83-A24D-66002F4119EE}
1172,2414,QC,1026,26,,,2020/04/15 18:56:59+00,{AE3CC3D4-45AF-4C50-B191-02DE215EAA2F}
1173,2415,QC,690,3,,,2020/04/15 18:58:00+00,{543D9273-22FE-4806-877B-052799892673}
1174,2416,QC,1686,21,,,2020/04/15 18:59:00+00,{B6B2153C-12FE-492B-B829-62856CB8AEA8}
1175,2417,QC,12,0,,,2020/04/15 19:37:00+00,{E88E8BD6-C4A8-4615-AD12-9CCA7679D34E}
1176,2418,QC,5,0,,,2020/04/15 19:38:00+00,{C44B144C-7F5D-4F62-8013-1F0C73544BE9}
1177,3526,ON,10,0,0,977,2020/04/15 21:53:59+00,{2685E6FF-C38C-44FA-8880-4A83A396C03A}
1178,3527,ON,68,1,32,1486,2020/04/15 21:56:59+00,{5EDDBD92-40EC-4156-9AB8-9E373BF4D3DE}
1179,3530,ON,456,33,152,0,2020/04/15 22:05:00+00,{C5098F93-1B1B-432C-A4D6-DBA84C698584}
1180,1100,PE,26,0,23,2057,2020/04/16 01:01:00+00,{69F7E968-5492-4BCA-8904-5E6782CBAE16}
1181,2413,QC,1455,83,,,2020/04/15 18:56:59+00,{4FEB75CC-EF68-4B4F-9DB5-E1AB19EEFEDA}
1182,3533,ON,42,0,10,0,2020/04/15 21:51:00+00,{546DF057-934E-445D-8275-BE4D1254DAC7}
1183,3534,ON,151,22,16,673,2020/04/15 22:06:59+00,{56F4D543-F127-4918-8A06-210332623B0D}
1184,3535,ON,129,33,0,0,2020/04/15 22:06:59+00,{51D1A5C3-7045-49F7-9ADB-DDFB2EB39C4F}
1185,3536,ON,383,11,69,3500,2020/04/15 22:08:00+00,{87F10C73-5530-41E4-BE10-76164D9F9D9B}
1186,592,BC,146,1,74,8332,2020/04/16 00:46:00+00,{36C48956-42FB-4148-87F1-B961824FDCC6}
1187,591,BC,623,16,338,21215,2020/04/16 00:46:59+00,{1F1F3F16-A8DF-45FF-A3BB-42614604CAFF}
1188,595,BC,670,56,473,17321,2020/04/16 00:46:59+00,{952909BA-3D0A-4B33-8237-87338A6B2C0C}
1189,593,BC,92,2,48,8243,2020/04/16 00:48:00+00,{74117DD2-B716-4AB7-9C79-107D8B13764D}
1190,594,BC,30,0,22,2301,2020/04/16 00:48:00+00,{4648DF52-87A4-4A2F-B246-579B25F678E5}
1191,471,SK,7,0,2,393,2020/04/15 19:46:00+00,{B8CCB492-0927-47DE-A42C-AD5DD0E4F072}
1192,476,SK,15,0,12,2149,2020/04/15 19:47:00+00,{F0F7180F-95AB-424F-9B00-6BDF03F65E5B}
1193,475,SK,67,1,44,5313,2020/04/15 19:49:00+00,{EE69A6A7-C3B4-41CE-9E8B-759E1D55607A}
1194,473,SK,10,1,7,1390,2020/04/15 19:49:00+00,{16EA06ED-F496-4020-BAA5-DE00867C061C}
1195,474,SK,147,1,96,8434,2020/04/15 19:44:59+00,{5CE8C842-EFA4-4727-8053-78F0203F240D}
1196,472,SK,58,1,44,3146,2020/04/15 19:46:00+00,{1D99BDD5-7A5C-4ABA-ACE0-FAE4F0EA8D8E}
1197,3537,ON,306,11,126,2341,2020/04/16 20:44:00+00,{EBD7643E-CD06-4E83-BE7C-72B1A30F986D}
1198,3538,ON,27,0,0,0,2020/04/16 20:44:00+00,{BAEFEDAF-3F8F-414A-91C9-C6DD42E7A9C2}
1199,3539,ON,35,3,9,844,2020/04/16 20:45:00+00,{F5AAFDB5-5BC4-42B7-8134-1B69E5AC08B8}
1200,3540,ON,25,1,11,854,2020/04/16 20:45:59+00,{E022E79F-957A-4600-A7E7-874A14683F43}
1201,3541,ON,55,0,51,2139,2020/04/16 20:47:00+00,{699EF7CB-6AF1-4DFF-B6DE-D3DFFFFC5827}
1202,3542,ON,128,11,41,730,2020/04/16 20:47:00+00,{9CF409AD-3031-4698-8415-BC54B1109EFC}
1203,3543,ON,244,28,0,0,2020/04/16 20:48:00+00,{CC692D4F-896A-41F1-B24B-B0F88E3E7D21}
1204,3544,ON,258,14,120,0,2020/04/16 20:50:00+00,{40F4957D-9067-427E-9F9E-8085F82C6D85}
1205,6001,YT,8,,6,841,2020/04/16 22:34:59+00,{1AA89BF3-EC26-43F5-A96B-32D17F8788A0}
1206,6101,NT,5,0,2,1505,2020/04/16 22:21:59+00,{89C75451-BDBC-4054-B8EC-8E1D2562AB69}
1207,6201,NU,0,,,404,2020/04/16 22:24:00+00,{EDA69D89-F0E2-4485-AA33-6FCC04F398B5}
1208,4831,AB,36,0,15,3995,2020/04/16 22:34:59+00,{1770A608-CE58-4C78-967E-1884AFEF0266}
1209,4832,AB,1242,33,555,34157,2020/04/16 22:34:59+00,{5E4D66C8-3B71-4001-AA68-F94F33784C4C}
1210,4833,AB,74,1,56,7348,2020/04/16 22:34:59+00,{13D4DEE5-6F0B-4457-91A6-522BDBC51C67}
1211,4834,AB,402,8,236,26339,2020/04/16 22:34:59+00,{556EFAD9-2C2B-441A-A39A-59D554CAB49E}
1212,4835,AB,107,6,51,6498,2020/04/16 22:34:59+00,{7E7125D5-D8BD-4A61-93EE-2AB35B75D2EE}
1213,1307,NB,2,0,0,335,2020/04/16 21:10:00+00,{C0BC5C59-27C6-4182-9D99-1CEB82278F62}
1214,2401,QC,34,1,,,2020/04/16 21:11:00+00,{EFEA9E77-1936-47B2-8EF4-1E49018ABCC4}
1215,2402,QC,202,6,,,2020/04/16 21:11:00+00,{624F59F5-2D3E-4EAA-AFF1-BE600E2C57CE}
1216,2403,QC,551,20,,,2020/04/16 21:14:59+00,{82A3CA70-721F-437E-9581-C03C8E3B5D5F}
1217,2404,QC,891,54,,,2020/04/16 21:14:59+00,{3D42F524-0CF8-416B-BC17-302573639E6D}
1218,2405,QC,751,20,,,2020/04/16 21:16:00+00,{35167193-665D-47D8-8680-AC362AB22B0D}
1219,2406,QC,7281,332,,,2020/04/16 21:17:00+00,{B3875B8F-D2C2-4AFF-A062-FA7DB19F230A}
1220,2407,QC,191,0,,,2020/04/16 21:17:00+00,{87126F29-A770-49D1-AD7E-6BE878C5C6DA}
1221,2408,QC,140,2,,,2020/04/16 21:17:59+00,{A9EF2C47-FEB6-4EF2-B130-752FDECB2DF4}
1222,2409,QC,101,0,,,2020/04/16 21:17:59+00,{B8F8C073-031F-4BEF-AB45-C2E05486884C}
1223,2410,QC,7,0,,,2020/04/16 17:55:00+00,{E7A038FE-BF42-4981-9007-BFBEEFA251A1}
1224,3546,ON,320,26,110,0,2020/04/16 20:51:00+00,{14577561-7571-4603-8CB0-5D9403854738}
1225,3547,ON,14,0,6,871,2020/04/16 20:51:59+00,{46F31E54-DBBB-4F35-B954-6EAB24C6C8E3}
1226,3549,ON,11,0,0,708,2020/04/16 17:54:00+00,{2DC4AA00-9C73-4198-B0CB-5C9ED28214D4}
1227,3551,ON,643,13,244,0,2020/04/16 20:52:59+00,{600708DC-BB6E-4916-AE9C-F5F6D65B4AC5}
1228,3553,ON,1219,31,4,0,2020/04/16 20:54:00+00,{4A773248-38BE-42E4-B203-9355115DB343}
1229,3555,ON,53,1,31,1548,2020/04/16 20:55:00+00,{401DA919-BBB1-4CB4-BF31-517C0076F83E}
1230,3556,ON,45,2,22,874,2020/04/16 17:52:59+00,{0D936C70-9F86-40D4-B1FB-6034189DF01B}
1231,3557,ON,14,1,0,875,2020/04/16 20:55:00+00,{FDF0AF55-3252-47D7-B911-011A1674D4B3}
1232,3558,ON,65,0,25,0,2020/04/16 20:55:59+00,{862733C5-42A5-4453-B4E0-84B867021528}
1233,3560,ON,174,12,77,0,2020/04/16 20:57:00+00,{7F9019DD-9DBE-4601-862D-074EA9EB8845}
1234,3561,ON,41,1,29,1948,2020/04/16 20:58:00+00,{49B073D0-53F9-4A60-AEB3-96C8280CC025}
1235,3562,ON,46,0,20,1052,2020/04/16 20:58:00+00,{94F27D17-9DDA-4055-9A74-F305B684FE96}
1236,3563,ON,10,0,4,322,2020/04/16 20:58:59+00,{048B18BE-C867-43F4-A9FF-CB25DE386BD8}
1237,3565,ON,383,17,135,3658,2020/04/16 21:00:00+00,{E0F6B04B-8480-448A-817A-CCE85F144DC4}
1238,3566,ON,169,8,40,0,2020/04/16 21:01:59+00,{98E7CB95-A9BC-4572-8C51-DC1021EC2BB2}
1239,3568,ON,427,18,55,2936,2020/04/16 21:03:00+00,{D4B716FD-F7A5-4CA9-98DF-5E281379E8D8}
1240,1203,NS,43,0,0,0,2020/04/16 21:01:59+00,{4CB1FA41-E222-4B55-B293-CD99F43D0BC0}
1241,1204,NS,453,0,0,0,2020/04/16 21:03:00+00,{509456AE-8341-4B53-B535-BB4EC0DB6201}
1242,1301,NB,23,0,0,3075,2020/04/16 21:07:00+00,{2499377E-9B53-4D15-8CC1-C695B597DFA5}
1243,1302,NB,26,0,0,1853,2020/04/16 21:07:00+00,{2CFE51CF-4B4B-4F32-835E-1EE65CF30CDA}
1244,1303,NB,46,0,0,2109,2020/04/16 21:08:00+00,{4C2E73DF-C0E4-499D-B75E-445535C25127}
1245,1304,NB,7,0,0,703,2020/04/16 21:08:00+00,{9C42125C-9694-4D23-B20D-2E9C662F1246}
1246,1305,NB,12,0,0,411,2020/04/16 21:08:59+00,{7FB83F23-2605-4690-9717-82A3B3678F49}
1247,1306,NB,1,0,0,828,2020/04/16 21:08:59+00,{243CE953-C0D1-4FDA-B2A1-0217B31A3DF5}
1248,4604,MB,3,,,,2020/04/16 22:25:00+00,{E2B591CD-46FA-45CE-8739-E3B65DBA1745}
1249,4605,MB,28,,,,2020/04/16 22:25:59+00,{5844489B-0E85-495C-A6A3-EC855D37C28D}
1250,3570,ON,905,45,112,2951,2020/04/16 21:04:00+00,{D2B0A9AB-9D9A-488C-A836-81C47A62FD70}
1251,3575,ON,41,3,9,1023,2020/04/16 09:04:59+00,{435312C2-F12D-4D3D-A1C2-FFE5E002F243}
1252,3595,ON,2881,147,161,0,2020/04/16 21:06:00+00,{3A2D7441-C8A1-4CD9-BEF1-F9BB86363D61}
1253,4601,MB,188,,,,2020/04/16 22:25:59+00,{2DF6B7B9-EAF6-4C79-AC6D-E9BA653E33F0}
1254,4602,MB,12,,,,2020/04/16 22:27:00+00,{E1A592F1-CF3F-421E-B0F8-60C63CBC8FD7}
1255,4603,MB,19,,,,2020/04/16 22:27:00+00,{D5DCAF7D-E7C8-4A0E-85EC-AB23ED7E05EE}
1256,1011,NL,234,0,0,4135,2020/04/16 20:58:00+00,{1139E685-F8CD-40AB-84FE-0B36E4E8D282}
1257,1012,NL,8,0,0,379,2020/04/16 20:58:00+00,{1B439F18-FC1A-4F86-8EF7-05907D55D108}
1258,1013,NL,4,0,0,539,2020/04/16 20:58:59+00,{76D055B5-1933-4F12-BF6B-A56930CE4E0A}
1259,1014,NL,6,0,0,317,2020/04/16 20:58:59+00,{09E530C9-10CD-4852-9DF4-283AC5CFED75}
1260,1201,NS,48,0,0,0,2020/04/16 21:00:00+00,{9F5C3DDD-D12C-4B9E-BA35-63D865A8BC80}
1261,1202,NS,35,0,0,0,2020/04/16 21:01:00+00,{19049AEB-F0E9-4850-B090-B3167C2DF444}
1262,2411,QC,103,6,,,2020/04/16 21:19:00+00,{DAB2EC2B-9DAC-4643-B963-5182E9F250FD}
1263,2412,QC,293,6,,,2020/04/16 21:21:59+00,{906C33E8-CEC5-4BBD-A0F7-9E82D1872463}
1264,2414,QC,1140,28,,,2020/04/16 20:23:59+00,{EF49E638-48CA-4940-9767-25E502F8B86E}
1265,2415,QC,727,4,,,2020/04/16 21:24:00+00,{D05B06EF-C9FA-4548-8CF8-60F2BC5B39F4}
1266,2416,QC,1807,26,,,2020/04/16 21:24:59+00,{BF7AEE27-84D7-4043-9281-9367816D1144}
1267,2417,QC,13,0,,,2020/04/16 17:55:59+00,{8E62E4D2-4DF7-4C33-880B-9EB4BB5BF1CB}
1268,2418,QC,5,0,,,2020/04/16 17:55:59+00,{74E0248C-C4DF-4861-A317-29D8E30DF5B3}
1269,3526,ON,10,0,0,1052,2020/04/16 20:35:59+00,{5CE39B1A-29D0-479B-8048-0B9ACC1D73FD}
1270,3527,ON,68,1,36,1543,2020/04/16 20:36:59+00,{3301FB21-2B73-4BDD-81C0-ACC5F26369DE}
1271,3530,ON,496,37,166,0,2020/04/16 20:38:00+00,{4317898A-CA14-4056-B2EC-597AD0216BA5}
1272,1100,PE,26,0,23,2149,2020/04/16 21:04:59+00,{23300FF5-3379-422F-B81E-48C060D85B4F}
1273,2413,QC,1620,95,,,2020/04/16 21:23:00+00,{93BD0AFC-B561-4974-AA51-B2A04EC0AD34}
1274,3533,ON,44,0,10,0,2020/04/16 20:39:00+00,{9414334F-4F43-4EB9-B9A3-4A8A4AB6B882}
1275,3534,ON,152,22,16,705,2020/04/16 20:41:00+00,{63F0C3C8-F3D0-4AFB-871D-30B90814FC62}
1276,3535,ON,130,33,0,0,2020/04/16 20:41:00+00,{BE8C2DDD-896D-4241-BA9C-4071C77B5C95}
1277,3536,ON,393,11,69,3500,2020/04/16 20:42:59+00,{50242DD2-ADF5-44E5-9E47-4628C9A90CCD}
1278,592,BC,149,1,91,8498,2020/04/16 22:34:59+00,{534A9BC8-D381-4492-B8CA-8D5B874CF339}
1279,591,BC,623,16,341,21644,2020/04/16 22:34:59+00,{59BF1CFE-BC39-48D9-946D-DDF44D786730}
1280,595,BC,670,57,473,17649,2020/04/16 22:34:59+00,{32DA9F03-A092-40C1-84F9-3046866E0BE7}
1281,593,BC,94,3,53,8436,2020/04/16 22:34:59+00,{81B854CD-1EED-40EB-9F3E-2BE6CCC23163}
1282,594,BC,32,0,25,2351,2020/04/16 22:34:59+00,{F0E2DDA9-30B4-44C2-A964-D51F788CC085}
1283,471,SK,7,0,2,404,2020/04/16 22:31:00+00,{7B23C275-47CD-4CC1-9CF9-8B6D6900D5C6}
1284,476,SK,15,0,12,2281,2020/04/16 22:31:59+00,{5DA0ABC1-B123-4B22-A4F4-1990612561A8}
1285,475,SK,68,1,48,5491,2020/04/16 22:31:59+00,{FDB3F563-9992-43E2-8410-D72C59EEB84A}
